Tokenizing,Formalisasi
"['lumayan', 'suka', 'saya', 'selama', 'makai', 'krtu', 'xl', 'axiata', 'cukup', 'membantu', 'tetapi', 'jaringan', 'sering', 'hilang', 'mohon', 'jaringanx', 'di', 'tingkatkan', 'lagi', 'saya', 'kasih', 'dlu', 'nanti', 'makin', 'bagus', 'jaringanx', 'saya', 'tmbah', 'lgi', 'terima', 'kasih']","['lumayan', 'suka', 'saya', 'selama', 'pakai', 'kartu', 'xl', 'axiata', 'cukup', 'membantu', 'tetapi', 'jaringan', 'sering', 'hilang', 'mohon', 'jaringan', 'di', 'tingkatkan', 'lagi', 'saya', 'kasih', 'dulu', 'nanti', 'makin', 'bagus', 'jaringan', 'saya', 'tambah', 'lagi', 'terima', 'kasih']"
"['sinyal', 'xl', 'sungguh', 'hancur', 'di', 'daerah', 'gresik', 'kecamatan', 'benjeng', 'kadang', 'sudah', 'buat', 'main', 'game', 'tiba', 'jadi', 'alhasil', 'main', 'game', 'online', 'jadi', 'amburadul', 'kalah', 'terus', 'gara', 'sinyal', 'yg', 'hancur', 'tolong', 'di', 'perbaiki', 'kalau', 'gak', 'mau', 'kalah', 'sama', 'yg', 'lain', 'kalau', 'gini', 'terus', 'nomer', 'xl', 'saya', 'hanguskan', 'biar', 'jera']","['sinyal', 'xl', 'sungguh', 'hancur', 'di', 'daerah', 'gresik', 'kecamatan', 'besok', 'kadang', 'sudah', 'buat', 'main', 'game', 'tiba', 'jadi', 'alhasil', 'main', 'game', 'online', 'jadi', 'amburadul', 'kalah', 'terus', 'gara', 'sinyal', 'yang', 'hancur', 'tolong', 'di', 'perbaiki', 'kalau', 'gak', 'mau', 'kalah', 'sama', 'yang', 'lain', 'kalau', 'gini', 'terus', 'nomor', 'xl', 'saya', 'hanguskan', 'biar', 'jera']"
"['apk', 'bagus', 'tp', 'sinyal', 'jlk', 'banget', 'hari', 'ini', 'dari', 'pagi', 'terus', 'apalagi', 'klo', 'hujan', 'sy', 'skrg', 'jln', 'baturaja', 'jakpus', 'sering', 'bully', 'sm', 'rekan', 'krj', 'krn', 'pke', 'xl', 'ini', 'bukan', 'nyinyir', 'tp', 'masukan', 'utk', 'xl', 'krn', 'sy', 'ttp', 'pke', 'xl']","['aplikasi', 'bagus', 'tapi', 'sinyal', 'jelek', 'banget', 'hari', 'ini', 'dari', 'pagi', 'terus', 'apalagi', 'kalau', 'hujan', 'saya', 'sekarang', 'jalan', 'baturaja', 'jakarta', 'sering', 'bully', 'sm', 'rekan', 'krj', 'karena', 'pke', 'xl', 'ini', 'bukan', 'ngomong', 'tapi', 'masukan', 'untuk', 'xl', 'karena', 'saya', 'ttp', 'pke', 'xl']"
"['pengen', 'beli', 'paket', 'data', 'kok', 'kosong', 'udah', 'update', 'sampe', 'hapus', 'data', 'tetep', 'aja', 'nihil', 'mana', 'my', 'xl', 'jaringan', 'buat', 'sy', 'dah', 'lumayan', 'tapi', 'kaga', 'bisa', 'beli', 'paket']","['ingin', 'beli', 'paket', 'data', 'kok', 'kosong', 'sudah', 'terbaru', 'sampai', 'hapus', 'data', 'tetep', 'saja', 'nihil', 'mana', 'my', 'xl', 'jaringan', 'buat', 'saya', 'sudah', 'lumayan', 'tapi', 'tidak', 'bisa', 'beli', 'paket']"
"['ini', 'apa', 'apl', 'nya', 'apa', 'sinyalnya', 'sih', 'pas', 'di', 'buka', 'malah', 'ada', 'tulisan', 'coba', 'lagi', 'coba', 'lagi', 'coba', 'lagi', 'trus', 'aja', 'gitu', 'kayanya', 'dua', 'duanya', 'dech']","['ini', 'apa', 'aplikasi', 'nya', 'apa', 'sinyalnya', 'sih', 'pas', 'di', 'buka', 'bahkan', 'ada', 'tulisan', 'coba', 'lagi', 'coba', 'lagi', 'coba', 'lagi', 'terus', 'saja', 'gitu', 'kayaknya', 'dua', 'duanya', 'dech']"
"['saya', 'pengguna', 'kartu', 'perdana', 'xl', 'yang', 'cukup', 'lama', 'sangat', 'kecewa', 'setiap', 'kali', 'isi', 'pulsa', 'selalu', 'terpotong', 'harinya', 'padahal', 'tidak', 'di', 'gunakan', 'sama', 'sekali', 'dan', 'anehnya', 'setiap', 'hari', 'ada', 'sms', 'anda', 'sedang', 'menikmati', 'internet', 'dengan', 'tarif', 'normal', 'rp', 'rb', 'mb', 'mau', 'youtube', 'tanpa', 'kuota', 'pilih', 'pkt', 'xtra', 'combo', 'di', '*', 'padahal', 'jaringan', 'seluler', 'menggunakan', 'perdana', 'yang', 'lain', 'dan', 'kejadian', 'ini', 'bukan', 'saya', 'saja', 'yang', 'mengalaminya']","['saya', 'pengguna', 'kartu', 'perdana', 'xl', 'yang', 'cukup', 'lama', 'sangat', 'kecewa', 'setiap', 'kali', 'isi', 'pulsa', 'selalu', 'terpotong', 'harinya', 'padahal', 'tidak', 'di', 'gunakan', 'sama', 'sekali', 'dan', 'anehnya', 'setiap', 'hari', 'ada', 'sms', 'anda', 'sedang', 'menikmati', 'internet', 'dengan', 'tarif', 'normal', 'rupiah', 'ribu', 'mb', 'mau', 'youtube', 'tanpa', 'kuota', 'pilih', 'paket', 'xtra', 'kombo', 'di', '*', 'padahal', 'jaringan', 'seluler', 'menggunakan', 'perdana', 'yang', 'lain', 'dan', 'kejadian', 'ini', 'bukan', 'saya', 'saja', 'yang', 'mengalaminya']"
"['awal', 'tahun', 'sampe', 'tanggal', 'sekarang', 'jaringan', 'jelek', 'banget', 'buat', 'lu', 'yang', 'blm', 'pake', 'xl', 'mending', 'jangan', 'dah', 'xl', 'lagi', 'ancur', 'ancurnya', 'gak', 'ada', 'perbaikan', 'sinyal', 'nonton', 'yutub', 'aja', 'ngeleg', 'terus', 'kebayangkan', 'lu', 'mau', 'chatingan', 'kayak', 'apa', 'xl', 'cacad']","['awal', 'tahun', 'sampai', 'tanggal', 'sekarang', 'jaringan', 'jelek', 'banget', 'buat', 'kamu', 'yang', 'belum', 'pakai', 'xl', 'lebih baik', 'jangan', 'sudah', 'xl', 'lagi', 'hancur', 'hancur', 'gak', 'ada', 'perbaikan', 'sinyal', 'nonton', 'youtube', 'saja', 'lelet', 'terus', 'kebayangkan', 'kamu', 'mau', 'pesan', 'kayak', 'apa', 'xl', 'cacat']"
"['mohon', 'di', 'infokan', 'saya', 'daftar', 'untuk', 'tambah', 'kuota', 'kuota', 'lama', 'saya', 'malah', 'hilang', 'pdhl', 'kuota', 'lama', 'saya', 'masih', 'banyak', 'biasanya', 'nggak', 'apa', 'apa', 'tolong', 'kembalikan', 'kuota', 'saya']","['mohon', 'di', 'infokan', 'saya', 'daftar', 'untuk', 'tambah', 'kuota', 'kuota', 'lama', 'saya', 'bahkan', 'hilang', 'padahal', 'kuota', 'lama', 'saya', 'masih', 'banyak', 'biasanya', 'tidak', 'apa', 'apa', 'tolong', 'kembalikan', 'kuota', 'saya']"
"['mohon', 'maaf', 'pak', 'kenapa', 'pas', 'kena', 'update', 'malah', 'sering', 'gagal', 'loding', 'mau', 'bagi', 'paket', 'malah', 'dirusuh', 'bikin', 'pin', 'pas', 'udah', 'mau', 'bikin', 'pin', 'e', 'malah', 'erorr', 'trus', 'kode', 'verifikasi', 'datang', 'pas', 'sya', 'keluar', 'dri', 'app', 'kan', 'ini', 'bencana', 'adik', 'adik']","['mohon', 'maaf', 'pak', 'kenapa', 'pas', 'kena', 'terbaru', 'bahkan', 'sering', 'gagal', 'memuat', 'mau', 'bagi', 'paket', 'bahkan', 'dirusuh', 'bikin', 'pin', 'pas', 'sudah', 'mau', 'bikin', 'pin', 'e', 'bahkan', 'error', 'terus', 'kode', 'verifikasi', 'datang', 'pas', 'sya', 'keluar', 'dari', 'app', 'kan', 'ini', 'bencana', 'adik', 'adik']"
"['aplikasinya', 'bagus', 'top', 'lah', 'buat', 'xl', 'kenapa', 'aku', 'kasih', 'bintang', 'soal', 'nya', 'masih', 'ada', 'yg', 'kurang', 'baik', 'ya', 'itu', 'sering', 'keluar', 'dengan', 'sendirinya', 'tolong', 'di', 'perbaiki', 'lagi', 'aplikasinya']","['aplikasinya', 'bagus', 'top', 'lah', 'buat', 'xl', 'kenapa', 'aku', 'kasih', 'bintang', 'soal', 'nya', 'masih', 'ada', 'yang', 'kurang', 'baik', 'iya', 'itu', 'sering', 'keluar', 'dengan', 'sendirinya', 'tolong', 'di', 'perbaiki', 'lagi', 'aplikasinya']"
"['hati', 'hati', 'xl', 'jika', 'terlalu', 'sering', 'bermasalah', 'jaringan', 'internetnya', 'maka', 'pelangganpun', 'akan', 'semakin', 'cepat', 'meninggalkanmu', 'dan', 'beralih', 'ke', 'provider', 'yang', 'merah', 'sekarang', 'bintang', 'saya', 'naikan', 'menjadi', 'karena', 'sudah', 'lebih', 'baik', 'lagi']","['hati', 'hati', 'xl', 'jika', 'terlalu', 'sering', 'bermasalah', 'jaringan', 'internet', 'maka', 'pelangganpun', 'akan', 'semakin', 'cepat', 'meninggalkanmu', 'dan', 'beralih', 'ke', 'provider', 'yang', 'merah', 'sekarang', 'bintang', 'saya', 'naikan', 'menjadi', 'karena', 'sudah', 'lebih', 'baik', 'lagi']"
"['sinyal', 'sangat', 'buruk', 'kuota', 'banyak', 'sering', 'tidak', 'habis', 'hanya', 'krn', 'sinyal', 'bisa', 'mati', 'berjam', 'dan', 'itu', 'berulang', 'tiap', 'harinya', 'bar', 'sinyal', 'ada', 'tpi', 'tidak', 'bisa', 'konek', 'ke', 'jaringam', 'internet', 'seperti', 'hanya', 'utk', 'pajangan', 'saja', 'uda', 'hubungi', 'maya', 'tp', 'ga', 'ada', 'perubahan', 'sangat', 'mengecewakan']","['sinyal', 'sangat', 'buruk', 'kuota', 'banyak', 'sering', 'tidak', 'habis', 'hanya', 'karena', 'sinyal', 'bisa', 'mati', 'berjam', 'dan', 'itu', 'berulang', 'tiap', 'harinya', 'bar', 'sinyal', 'ada', 'tapi', 'tidak', 'bisa', 'sambung', 'ke', 'jaringan', 'internet', 'seperti', 'hanya', 'untuk', 'pajangan', 'saja', 'uda', 'hubungi', 'maya', 'tapi', 'ga', 'ada', 'perubahan', 'sangat', 'mengecewakan']"
"['pihak', 'xl', 'tolong', 'konfirmasinya', 'ya', 'saya', 'beli', 'unlimited', 'premium', 'harga', 'untuk', 'sebulan', 'tapi', 'kenapa', 'cuma', 'bisa', 'sampai', 'hari', 'aja', 'tolong', 'tanggung', 'jawabnya', 'ini', 'bukan', 'pertama', 'kalinya', 'ya']","['pihak', 'xl', 'tolong', 'konfirmasinya', 'iya', 'saya', 'beli', 'unlimited', 'premium', 'harga', 'untuk', 'sebulan', 'tapi', 'kenapa', 'cuma', 'bisa', 'sampai', 'hari', 'saja', 'tolong', 'tanggung', 'jawabnya', 'ini', 'bukan', 'pertama', 'kalinya', 'iya']"
"['untuk', 'live', 'chatnya', 'mohon', 'diperbaiki', 'pelayanannya', 'tolong', 'dipercepat', 'kasihan', 'yang', 'sudah', 'lama', 'menunggu', 'antrian', 'tetapi', 'saat', 'sudah', 'mendapatkan', 'giliran', 'malah', 'pelayanannya', 'lelet', 'terima', 'kasih']","['untuk', 'langsung', 'pesan', 'mohon', 'diperbaiki', 'pelayanannya', 'tolong', 'dipercepat', 'kasih', 'yang', 'sudah', 'lama', 'menunggu', 'antrian', 'tetapi', 'saat', 'sudah', 'mendapatkan', 'giliran', 'bahkan', 'pelayanannya', 'lambat', 'terima', 'kasih']"
"['aplk', 'nya', 'berat', 'klo', 'di', 'buka', 'lama', 'banget', 'muter', 'nya', 'klo', 'promo', 'nya', 'aq', 'suka', 'terus', 'tingkat', 'kan', 'dan', 'di', 'tambah', 'trs', 'promo', 'nya', 'signal', 'nya', 'juga', 'bagus', 'di', 'daerah', 'ku']","['aplikasi', 'nya', 'berat', 'kalau', 'di', 'buka', 'lama', 'banget', 'muter', 'nya', 'kalau', 'promo', 'nya', 'saya', 'suka', 'terus', 'tingkat', 'kan', 'dan', 'di', 'tambah', 'terus', 'promo', 'nya', 'sinyal', 'nya', 'juga', 'bagus', 'di', 'daerah', 'ku']"
"['apakah', 'terjadi', 'ke', 'saya', 'aja', 'atau', 'pengguna', 'lain', 'mau', 'masuk', 'myxl', 'bisa', 'gmn', 'ngeklaim', 'unlimited', 'beli', 'paketan', 'klo', 'masuk', 'app', 'aja', 'gak', 'bisa', 'sampe', 'detik', 'ini', 'gak', 'bisa', 'udh', 'berminggu']","['apakah', 'terjadi', 'ke', 'saya', 'saja', 'atau', 'pengguna', 'lain', 'mau', 'masuk', 'myxl', 'bisa', 'gmn', 'mengklaim', 'unlimited', 'beli', 'paketan', 'kalau', 'masuk', 'app', 'saja', 'gak', 'bisa', 'sampai', 'detik', 'ini', 'gak', 'bisa', 'udh', 'berminggu']"
"['terkadang', 'aplikasinya', 'masih', 'suka', 'susah', 'untuk', 'di', 'buka', 'dan', 'juga', 'update', 'sisa', 'kuota', 'paketnya', 'selalu', 'suka', 'berubah', 'ubah', 'walaupun', 'cukup', 'membantu', 'lebih', 'ditingkatkan', 'lagi', 'saja', 'aplikasi', 'nya', 'min', 'agar', 'pelanggan', 'juga', 'puas', 'dengan', 'mendownload', 'aplikasi', 'ini']","['terkadang', 'aplikasinya', 'masih', 'suka', 'susah', 'untuk', 'di', 'buka', 'dan', 'juga', 'terbaru', 'sisa', 'kuota', 'paketnya', 'selalu', 'suka', 'berubah', 'ubah', 'walaupun', 'cukup', 'membantu', 'lebih', 'ditingkatkan', 'lagi', 'saja', 'aplikasi', 'nya', 'min', 'agar', 'konsumen', 'juga', 'puas', 'dengan', 'unduh', 'aplikasi', 'ini']"
"['saya', 'kurangin', 'lgi', 'bintangnya', 'jujur', 'pembagian', 'kuota', 'youtube', 'buat', 'apa', 'kalau', 'setiap', 'buka', 'youtube', 'yang', 'kesedot', 'malah', 'kuota', 'utama', 'setelah', 'kuota', 'utama', 'habis', 'nggak', 'bisa', 'buka', 'youtube', 'padahal', 'paketan', 'kuota', 'youtube', 'masih', 'utuh', 'pemodohan', 'kalo', 'bgni', 'caranya', 'tolong', 'kenyamanan', 'dan', 'kepercayaan', 'pelanggan', 'di', 'prioritaskan', 'makasih']","['saya', 'kurang', 'lagi', 'bintangnya', 'jujur', 'pembagian', 'kuota', 'youtube', 'buat', 'apa', 'kalau', 'setiap', 'buka', 'youtube', 'yang', 'kesedot', 'bahkan', 'kuota', 'utama', 'setelah', 'kuota', 'utama', 'habis', 'tidak', 'bisa', 'buka', 'youtube', 'padahal', 'paketan', 'kuota', 'youtube', 'masih', 'utuh', 'pembodohan', 'kalau', 'begini', 'caranya', 'tolong', 'kenyamanan', 'dan', 'kepercayaan', 'konsumen', 'di', 'prioritaskan', 'terima kasih']"
"['sebenernya', 'udah', 'bagus', 'dulu', 'tapi', 'sekarang', 'kok', 'malah', 'bikin', 'stres', 'sih', 'sinyal', 'lah', 'gangguan', 'lah', 'udah', 'direstart', 'berulangkali', 'loh', 'masih', 'aja', 'punya', 'kuota', 'juga', 'masih', 'banyak', 'kasih', 'solusi', 'dong', 'buat', 'daring', 'nya', 'itu', 'loh', 'susah']","['sebenarnya', 'sudah', 'bagus', 'dulu', 'tapi', 'sekarang', 'kok', 'bahkan', 'bikin', 'stres', 'sih', 'sinyal', 'lah', 'gangguan', 'lah', 'sudah', 'ulangi', 'ulang', 'loh', 'masih', 'saja', 'punya', 'kuota', 'juga', 'masih', 'banyak', 'kasih', 'solusi', 'dong', 'buat', 'daring', 'nya', 'itu', 'loh', 'susah']"
"['kuota', 'masih', 'gb', 'unlimited', 'juga', 'nyala', 'tapi', 'kenapa', 'buat', 'buka', 'aplikasi', 'xl', 'saja', 'eror', 'buka', 'youtube', 'juga', 'muter', 'terus', 'sudah', 'berulang', 'kali', 'matiin', 'data', 'matiin', 'daya', 'berulang', 'kali', 'tetap', 'sama', 'kuota', 'tidak', 'bisa', 'di', 'pakai']","['kuota', 'masih', 'gb', 'unlimited', 'juga', 'nyala', 'tapi', 'kenapa', 'buat', 'buka', 'aplikasi', 'xl', 'saja', 'error', 'buka', 'youtube', 'juga', 'muter', 'terus', 'sudah', 'berulang', 'kali', 'mati', 'data', 'mati', 'daya', 'berulang', 'kali', 'tetap', 'sama', 'kuota', 'tidak', 'bisa', 'di', 'pakai']"
"['belakangan', 'ini', 'sinyalnya', 'kek', 'taik', 'gw', 'dari', 'kartu', 'tri', 'gw', 'bela', 'in', 'pindah', 'xl', 'jangan', 'sampe', 'ini', 'berkelanjutan', 'yaa', 'tolong', 'secepatnya', 'jangan', 'gampang', 'trouble', 'sinyalnya', 'kalo', 'mendung', 'hujan', 'gw', 'maklumin', 'lah', 'ini', 'cerah', 'bet', 'masak', 'trouble', 'mulu']","['belakangan', 'ini', 'sinyalnya', 'seperti', 'kotoran', 'saya', 'dari', 'kartu', 'tri', 'saya', 'bela', 'masuk', 'pindah', 'xl', 'jangan', 'sampai', 'ini', 'berkelanjutan', 'yaa', 'tolong', 'secepatnya', 'jangan', 'gampang', 'masalah', 'sinyalnya', 'kalau', 'mendung', 'hujan', 'saya', 'maklumin', 'lah', 'ini', 'cerah', 'banget', 'masak', 'masalah', 'melulu']"
"['tolong', 'kalau', 'punya', 'aplikasi', 'yg', 'bener', 'dong', 'perbaikan', 'updatenya', 'masa', 'buka', 'my', 'xl', 'masukin', 'akun', 'baru', 'selalu', 'alesan', 'koneksi', 'bermasalah', 'sekalinya', 'nonton', 'yt', 'dll', 'lancar', 'jaya', 'buat', 'apa', 'tiap', 'minggu', 'ada', 'update', 'kalau', 'hasilnya', 'kayak', 'gitu', 'geblekk']","['tolong', 'kalau', 'punya', 'aplikasi', 'yang', 'benar', 'dong', 'perbaikan', 'terbaru', 'masa', 'buka', 'my', 'xl', 'masukkan', 'akun', 'baru', 'selalu', 'alasan', 'koneksi', 'bermasalah', 'sekalinya', 'nonton', 'yt', 'dan lain lain', 'lancar', 'jaya', 'buat', 'apa', 'tiap', 'minggu', 'ada', 'terbaru', 'kalau', 'hasilnya', 'kayak', 'gitu', 'bodoh']"
"['woi', 'provider', 'sampah', 'tolol', 'kuota', 'masih', 'kok', 'internet', 'nggak', 'jalan', 'asu', 'dipake', 'main', 'game', 'kek', 'siput', 'jumping', 'mulu', 'provider', 'sampah', 'asu', 'kek', 'gini', 'bisa', 'jadi', 'provider', 'terlaris', 'ke', 'lawak', 'konyol']","['woi', 'provider', 'sampah', 'tolol', 'kuota', 'masih', 'kok', 'internet', 'tidak', 'jalan', 'anjing', 'dipake', 'main', 'game', 'seperti', 'siput', 'loncat', 'melulu', 'provider', 'sampah', 'anjing', 'seperti', 'gini', 'bisa', 'jadi', 'provider', 'terlaris', 'ke', 'lawak', 'konyol']"
"['permisi', 'kenapa', 'sekarang', 'jaringan', 'sering', 'eror', 'padahal', 'sinyal', 'penuh', 'tapi', 'pas', 'buka', 'game', 'yang', 'pake', 'kuota', 'tidak', 'bisa', 'muter', 'terus', 'tolong', 'diperbaiki', 'lagi', 'masalahnya', 'sebelum', 'saya', 'ganti', 'kartu', 'yang', 'lebih', 'baik', 'terimakasih']","['permisi', 'kenapa', 'sekarang', 'jaringan', 'sering', 'error', 'padahal', 'sinyal', 'penuh', 'tapi', 'pas', 'buka', 'game', 'yang', 'pakai', 'kuota', 'tidak', 'bisa', 'muter', 'terus', 'tolong', 'diperbaiki', 'lagi', 'masalahnya', 'sebelum', 'saya', 'ganti', 'kartu', 'yang', 'lebih', 'baik', 'terima kasih']"
"['parah', 'banget', 'njirr', 'xl', 'gw', 'isi', 'pulsa', 'yang', 'gk', 'aktifin', 'data', 'pulsa', 'gw', 'ke', 'ambil', 'mana', 'ke', 'ambilnya', 'lagi', 'tinggal', 'sisa', 'lagi', 'padahal', 'gw', 'mau', 'beli', 'paket', 'game', 'ml', 'yang', 'eh', 'pas', 'gw', 'ngisi', 'pulsa', 'lagi', 'yang', 'malah', 'paket', 'game', 'ml', 'yang', 'gb', 'malah', 'gk', 'ada', 'males', 'banget', 'gw', 'terpaksa', 'dah', 'gw', 'beli', 'yang', 'gb', 'dan', 'itupun', 'cuma', 'hari', 'padahalkan', 'dulu', 'gb', 'bulan', 'sumpah', 'gw', 'nyesel', 'banget', 'ama', 'xl', 'sekarang']","['parah', 'banget', 'njirr', 'xl', 'saya', 'isi', 'pulsa', 'yang', 'gk', 'aktifin', 'data', 'pulsa', 'saya', 'ke', 'ambil', 'mana', 'ke', 'ambilnya', 'lagi', 'tinggal', 'sisa', 'lagi', 'padahal', 'saya', 'mau', 'beli', 'paket', 'game', 'ml', 'yang', 'eh', 'pas', 'saya', 'mengisi', 'pulsa', 'lagi', 'yang', 'bahkan', 'paket', 'game', 'ml', 'yang', 'gb', 'bahkan', 'gk', 'ada', 'males', 'banget', 'saya', 'terpaksa', 'sudah', 'saya', 'beli', 'yang', 'gb', 'dan', 'itupun', 'cuma', 'hari', 'padahalkan', 'dulu', 'gb', 'bulan', 'sumpah', 'saya', 'sesal', 'banget', 'sama', 'xl', 'sekarang']"
"['saya', 'beri', 'bintang', 'karena', 'kenapa', 'pulsa', 'saya', 'dikuras', 'sama', 'operator', 'padahal', 'saya', 'tidak', 'menggunakan', 'kartu', 'itu', 'dan', 'saat', 'saya', 'beli', 'paket', 'paketnya', 'tidak', 'masuk', 'tapi', 'pulsanya', 'yg', 'dikuras', 'saya', 'mohon', 'agar', 'apk', 'di', 'peebaiki']","['saya', 'beri', 'bintang', 'karena', 'kenapa', 'pulsa', 'saya', 'dikuras', 'sama', 'operator', 'padahal', 'saya', 'tidak', 'menggunakan', 'kartu', 'itu', 'dan', 'saat', 'saya', 'beli', 'paket', 'paketnya', 'tidak', 'masuk', 'tapi', 'pulsanya', 'yang', 'dikuras', 'saya', 'mohon', 'agar', 'aplikasi', 'di', 'perbaiki']"
"['saya', 'kecewa', 'kemarin', 'saya', 'top', 'up', 'paket', 'data', 'menggunakan', 'voucher', 'extra', 'combo', 'lita', 'padahal', 'kemarin', 'udah', 'ada', 'notif', 'berhasil', 'eh', 'sekarang', 'malah', 'hilang', 'akhirnya', 'saya', 'beli', 'lagi']","['saya', 'kecewa', 'kemarin', 'saya', 'top', 'up', 'paket', 'data', 'menggunakan', 'voucer', 'ekstra', 'kombo', 'lita', 'padahal', 'kemarin', 'sudah', 'ada', 'notif', 'berhasil', 'eh', 'sekarang', 'bahkan', 'hilang', 'akhirnya', 'saya', 'beli', 'lagi']"
"['pkt', 'xtra', 'unlimited', 'turbo', 'premium', 'rp', 'rb', 'anda', 'sudah', 'berakhir', 'cek', 'pilihan', 'paket', 'menarik', 'lainnya', 'di', 'aplikasi', 'myxl', 'info', 'padahal', 'baru', 'aja', 'di', 'isi', 'lah', 'kog', 'malahan', 'ada', 'pesan', 'gini']","['paket', 'xtra', 'unlimited', 'turbo', 'premium', 'rupiah', 'ribu', 'anda', 'sudah', 'berakhir', 'cek', 'pilihan', 'paket', 'menarik', 'lainnya', 'di', 'aplikasi', 'myxl', 'informasi', 'padahal', 'baru', 'saja', 'di', 'isi', 'lah', 'kok', 'malahan', 'ada', 'pesan', 'gini']"
"['penting', 'untuk', 'punya', 'aplikasi', 'operator', 'untuk', 'menunjang', 'kemudahan', 'pengecekan', 'pulsa', 'kuota', 'masa', 'aktif', 'promo', 'dst', 'xl', 'punya', 'my', 'xl', 'untuk', 'itu', 'semua', 'satu', 'hal', 'yang', 'mendasar', 'bagi', 'saya', 'myxl', 'belum', 'punya', 'fitur', 'pengunci', 'pulsa', 'seperti', 'yang', 'dimiliki', 'myaxis', 'yang', 'notabene', 'masih', 'anak', 'dari', 'xl', 'pengunci', 'pulsa', 'penting', 'bagi', 'saya', 'karena', 'dapat', 'menghindari', 'pulsa', 'kita', 'berkurang', 'otomatis', 'tanpa', 'kita', 'minta', 'karena', 'termakan', 'data', 'internet', 'promo', 'memakai', 'pulsa', 'dan', 'hal', 'lainnya', 'semoga', 'myxl', 'segera', 'menyusul', 'ini']","['penting', 'untuk', 'punya', 'aplikasi', 'operator', 'untuk', 'menunjang', 'kemudahan', 'cek', 'pulsa', 'kuota', 'masa', 'aktif', 'promo', 'dan seterusnya', 'xl', 'punya', 'my', 'xl', 'untuk', 'itu', 'semua', 'satu', 'hal', 'yang', 'mendasar', 'bagi', 'saya', 'myxl', 'belum', 'punya', 'fitur', 'pengunci', 'pulsa', 'seperti', 'yang', 'dimiliki', 'myaxis', 'yang', 'notabene', 'masih', 'anak', 'dari', 'xl', 'pengunci', 'pulsa', 'penting', 'bagi', 'saya', 'karena', 'dapat', 'menghindari', 'pulsa', 'kita', 'berkurang', 'otomatis', 'tanpa', 'kita', 'minta', 'karena', 'termakan', 'data', 'internet', 'promo', 'memakai', 'pulsa', 'dan', 'hal', 'lainnya', 'semoga', 'myxl', 'segera', 'menyusul', 'ini']"
"['setelah', 'di', 'update', 'untuk', 'masuk', 'kembalinya', 'susah', 'terutama', 'untuk', 'anak', 'kost', 'yang', 'tempat', 'kost', 'lantai', 'lantai', 'dll', 'kita', 'di', 'lantai', 'dasar', 'kehalang', 'beton', 'lantai', 'langsung', 'tidak', 'ada', 'signal', 'sama', 'sekali', 'aduuh', 'xl', 'aku', 'dibuat', 'kapok', 'langanan', 'bulanan']","['setelah', 'di', 'terbaru', 'untuk', 'masuk', 'kembalinya', 'susah', 'terutama', 'untuk', 'anak', 'kost', 'yang', 'tempat', 'kost', 'lantai', 'lantai', 'dan lain lain', 'kita', 'di', 'lantai', 'dasar', 'kehalang', 'beton', 'lantai', 'langsung', 'tidak', 'ada', 'sinyal', 'sama', 'sekali', 'aduuh', 'xl', 'aku', 'dibuat', 'kapok', 'berlangganan', 'bulanan']"
"['sekarang', 'ini', 'jaringan', 'xl', 'luar', 'biasa', 'lelet', 'banget', 'beli', 'paket', 'gb', 'buka', 'sw', 'aja', 'loadingnya', 'lama', 'banget', 'kaya', 'pake', 'gratisan', 'tp', 'kuota', 'nya', 'tetap', 'boros', 'hari', 'habis', 'tu', 'gb', 'kenapa', 'ya']","['sekarang', 'ini', 'jaringan', 'xl', 'luar', 'biasa', 'lambat', 'banget', 'beli', 'paket', 'gb', 'buka', 'sw', 'saja', 'menunggu', 'lama', 'banget', 'kaya', 'pakai', 'gratisan', 'tapi', 'kuota', 'nya', 'tetap', 'boros', 'hari', 'habis', 'tu', 'gb', 'kenapa', 'iya']"
"['hak', 'pengguna', 'hilang', 'jaringan', 'bapuk', 'salah', 'siapa', 'ini', 'bukan', 'cuma', 'kota', 'hampir', 'smua', 'kota', 'keluhannya', 'sama', 'jangan', 'yg', 'pasca', 'bayar', 'aja', 'donk', 'kalian', 'tanpa', 'kaum', 'pra', 'bayar', 'bisa', 'apa']","['hak', 'pengguna', 'hilang', 'jaringan', 'jelek', 'salah', 'siapa', 'ini', 'bukan', 'cuma', 'kota', 'hampir', 'semua', 'kota', 'keluhannya', 'sama', 'jangan', 'yang', 'pasca', 'bayar', 'saja', 'donk', 'kalian', 'tanpa', 'kaum', 'pra', 'bayar', 'bisa', 'apa']"
"['kenapa', 'xl', 'sekarang', 'jaringannya', 'lemot', 'ini', 'saya', 'kemaren', 'pas', 'thn', 'baru', 'udh', 'hari', 'gada', 'sinyal', 'udh', 'saya', 'coba', 'segala', 'cara', 'biar', 'dapet', 'sinyal', 'tapi', 'gada', 'hasil', 'tolong', 'ya', 'xl']","['kenapa', 'xl', 'sekarang', 'jaringannya', 'lelet', 'ini', 'saya', 'kemarin', 'pas', 'tahun', 'baru', 'udh', 'hari', 'tidak ada', 'sinyal', 'udh', 'saya', 'coba', 'segala', 'cara', 'biar', 'dapat', 'sinyal', 'tapi', 'tidak ada', 'hasil', 'tolong', 'iya', 'xl']"
