Tokenizing,Formalisasi
"['bangke', 'gua', 'pikir', 'lebih', 'bagus', 'sinyal', 'nya', 'dari', 'tri', 'gak', 'tau', 'nya', 'lebih', 'buruk']","['bangkai', 'saya', 'pikir', 'lebih', 'bagus', 'sinyal', 'nya', 'dari', 'tri', 'gak', 'tahu', 'nya', 'lebih', 'buruk']"
"['tolong', 'xl', 'poin', 'nya', 'di', 'tampilkan', 'dan', 'beri', 'fitur', 'penukaran', 'poin', 'xl']","['tolong', 'xl', 'poin', 'nya', 'di', 'tampilkan', 'dan', 'beri', 'fitur', 'penukaran', 'poin', 'xl']"
"['saya', 'mau', 'beli', 'paket', 'kuota', 'di', 'aplikasi', 'masa', 'eror', 'aktivasi', 'mulu', 'padahal', 'mau', 'beli', 'loh', 'ini']","['saya', 'mau', 'beli', 'paket', 'kuota', 'di', 'aplikasi', 'masa', 'error', 'aktivasi', 'melulu', 'padahal', 'mau', 'beli', 'loh', 'ini']"
"['terima', 'kasih', 'untuk', 'paketannya', 'yg', 'selalu', 'menemani', 'saya', 'tapi', 'kadang', 'putus', 'tolong', 'ditingkatkan', 'lagi', 'ya', 'untuk', 'jaringannya', 'tks']","['terima', 'kasih', 'untuk', 'paketannya', 'yang', 'selalu', 'menemani', 'saya', 'tapi', 'kadang', 'putus', 'tolong', 'ditingkatkan', 'lagi', 'iya', 'untuk', 'jaringannya', 'terima kasih']"
"['udah', 'di', 'update', 'lama', 'loading', 'nya', 'gak', 'bisa', 'ke', 'buka', 'pula', 'aplikasinya', 'perbaiki', 'dlu', 'klo', 'udah', 'bagus', 'nnti', 'saya', 'kasih', 'bintang', 'terimakasih']","['sudah', 'di', 'terbaru', 'lama', 'loading', 'nya', 'gak', 'bisa', 'ke', 'buka', 'pula', 'aplikasinya', 'perbaiki', 'dulu', 'kalau', 'sudah', 'bagus', 'nanti', 'saya', 'kasih', 'bintang', 'terima kasih']"
"['kenapa', 'xl', 'makin', 'hari', 'makin', 'jelek', 'ya', 'sinyalnya', 'apknya', 'juga', 'setelah', 'di', 'update', 'malah', 'maintenance', 'mulu']","['kenapa', 'xl', 'makin', 'hari', 'makin', 'jelek', 'iya', 'sinyalnya', 'aplikasi', 'juga', 'setelah', 'di', 'terbaru', 'bahkan', 'maintenance', 'melulu']"
"['my', 'xl', 'benar', 'benar', 'sangat', 'membantu', 'beli', 'kuota', 'cek', 'kuota', 'jadi', 'lebih', 'mudah']","['my', 'xl', 'benar', 'benar', 'sangat', 'membantu', 'beli', 'kuota', 'cek', 'kuota', 'jadi', 'lebih', 'mudah']"
"['data', 'offline', 'sms', 'telfon', 'ga', 'pernah', 'tapi', 'pulsa', 'bisa', 'habis', 'kenapa', 'ini', 'tulisannya', 'pemakaian', 'bla', 'bla', 'bal', 'sudah', 'mencapai', 'sekian', 'ribu', 'data', 'gua', 'offline', 'cuy', 'gua', 'make', 'wifi', 'ini', 'kok', 'bisa', 'begitu']","['data', 'offline', 'sms', 'telepon', 'ga', 'pernah', 'tapi', 'pulsa', 'bisa', 'habis', 'kenapa', 'ini', 'tulisannya', 'pemakaian', 'bla', 'bla', 'bal', 'sudah', 'mencapai', 'sekian', 'ribu', 'data', 'saya', 'offline', 'cuy', 'saya', 'make', 'wifi', 'ini', 'kok', 'bisa', 'begitu']"
"['apk', 'baik', 'cuma', 'tolong', 'di', 'perbaiki', 'kembali', 'karena', 'sering', 'terjadi', 'eror', 'saat', 'login', 'my', 'xl', 'sekian', 'terimakasih']","['aplikasi', 'baik', 'cuma', 'tolong', 'di', 'perbaiki', 'kembali', 'karena', 'sering', 'terjadi', 'error', 'saat', 'login', 'my', 'xl', 'sekian', 'terima kasih']"
"['sudah', 'lama', 'pakai', 'xl', 'masih', 'nomer', 'digit', 'sama', 'sekali', 'belum', 'pernah', 'beli', 'paket', 'data', 'padahal', 'xl', 'ditempat', 'saya', 'sinyal', 'bagus', 'dapat', 'paket', 'data', 'kemarin', 'waktu', 'pandemi', 'bantuan', 'paket', 'dari', 'mendikbud', 'iseng', 'iseng', 'daftar']","['sudah', 'lama', 'pakai', 'xl', 'masih', 'nomor', 'digit', 'sama', 'sekali', 'belum', 'pernah', 'beli', 'paket', 'data', 'padahal', 'xl', 'ditempat', 'saya', 'sinyal', 'bagus', 'dapat', 'paket', 'data', 'kemarin', 'waktu', 'pandemi', 'bantuan', 'paket', 'dari', 'mendikbud', 'iseng', 'iseng', 'daftar']"
"['kenapa', 'gak', 'bisa', 'beli', 'paket', 'vip', 'nya', 'ya', 'malahan', 'pulsa', 'saya', 'dimakannya']","['kenapa', 'gak', 'bisa', 'beli', 'paket', 'vip', 'nya', 'iya', 'malahan', 'pulsa', 'saya', 'dimakannya']"
"['ada', 'promo', 'kuota', 'akrab', 'terlanjur', 'isi', 'pulsa', 'yang', 'totalnya', 'bisa', 'ternyata', 'si', 'bgsd', 'berubah', 'anj', 'bikin', 'emosi']","['ada', 'promo', 'kuota', 'akrab', 'terlanjur', 'isi', 'pulsa', 'yang', 'totalnya', 'bisa', 'ternyata', 'si', 'bgsd', 'berubah', 'anjing', 'bikin', 'emosi']"
"['semoga', 'bisa', 'lebih', 'baik', 'dalam', 'melayani', 'konsumen', 'ya', 'my', 'xl', 'sukses', 'selalu', 'jaringan', 'bisa', 'diperluas']","['semoga', 'bisa', 'lebih', 'baik', 'dalam', 'melayani', 'konsumen', 'iya', 'my', 'xl', 'sukses', 'selalu', 'jaringan', 'bisa', 'diperluas']"
"['alhamdulillah', 'dengan', 'aplikasi', 'myxl', 'ini', 'sangat', 'berguna', 'dan', 'bisa', 'berkomunikasi', 'dengan', 'keluarga', 'di', 'kampung']","['alhamdulillah', 'dengan', 'aplikasi', 'myxl', 'ini', 'sangat', 'berguna', 'dan', 'bisa', 'berkomunikasi', 'dengan', 'keluarga', 'di', 'kampung']"
"['jadi', 'gini', 'saya', 'beli', 'kuota', 'xl', 'untuk', 'berjaga', 'jaga', 'apabila', 'ada', 'kendala', 'di', 'wifi', 'saya', 'seperti', 'misal', 'listrik', 'mati', 'kan', 'otomatis', 'wifi', 'juga', 'ikut', 'mati', 'lah', 'ini', 'listrik', 'mati', 'sinyal', 'xl', 'kok', 'ikut', 'ilang', 'kan', 'konyol', 'sia', 'sia', 'tidak', 'ada', 'manfaatnya', 'saya', 'beli', 'kuota', 'xl', 'jmbot']","['jadi', 'gini', 'saya', 'beli', 'kuota', 'xl', 'untuk', 'berjaga', 'jaga', 'apabila', 'ada', 'kendala', 'di', 'wifi', 'saya', 'seperti', 'misal', 'listrik', 'mati', 'kan', 'otomatis', 'wifi', 'juga', 'ikut', 'mati', 'lah', 'ini', 'listrik', 'mati', 'sinyal', 'xl', 'kok', 'ikut', 'hilang', 'kan', 'konyol', 'sia', 'sia', 'tidak', 'ada', 'manfaatnya', 'saya', 'beli', 'kuota', 'xl', 'jembut']"
"['kenapa', 'ya', 'mau', 'buka', 'aplikasi', 'xl', 'nya', 'aja', 'lemot', 'muter', 'terus', 'padahal', 'mau', 'cek', 'kuota', 'udah', 'beberapa', 'hari', 'begitu', 'kenapa', 'ya']","['kenapa', 'iya', 'mau', 'buka', 'aplikasi', 'xl', 'nya', 'saja', 'lelet', 'muter', 'terus', 'padahal', 'mau', 'cek', 'kuota', 'sudah', 'beberapa', 'hari', 'begitu', 'kenapa', 'iya']"
"['tingkatkan', 'kestabilan', 'bandwidth', 'internet', 'nya', 'semoga', 'jaringan', 'sampai', 'ke', 'pelosok', 'negeri', 'terkadang', 'di', 'dataran', 'tinggi', 'atau', 'pelosok', 'sinyal', 'menghilang']","['tingkatkan', 'kestabilan', 'bandwidth', 'internet', 'nya', 'semoga', 'jaringan', 'sampai', 'ke', 'pelosok', 'negeri', 'terkadang', 'di', 'dataran', 'tinggi', 'atau', 'pelosok', 'sinyal', 'menghilang']"
"['ini', 'sih', 'keren', 'banget', 'keluarga', 'aku', 'banyak', 'sih', 'pake', 'xl', 'ini', 'wah', 'keren', 'pokok', 'nya', 'bagus', 'lah']","['ini', 'sih', 'keren', 'banget', 'keluarga', 'aku', 'banyak', 'sih', 'pakai', 'xl', 'ini', 'wah', 'keren', 'pokok', 'nya', 'bagus', 'lah']"
"['saya', 'mau', 'tanya', 'kerja', 'xl', 'emang', 'gini', 'apa', 'gimana', 'ya', 'saya', 'punya', 'pulsa', 'tp', 'emgga', 'aktifin', 'datanya', 'tiba', 'pulsa', 'saya', 'kesedot', 'banyak', 'apa', 'memang', 'begitu', 'apa', 'gimana', 'ya']","['saya', 'mau', 'tanya', 'kerja', 'xl', 'emang', 'gini', 'apa', 'bagaimana', 'iya', 'saya', 'punya', 'pulsa', 'tapi', 'tidak', 'aktifin', 'datanya', 'tiba', 'pulsa', 'saya', 'kesedot', 'banyak', 'apa', 'memang', 'begitu', 'apa', 'bagaimana', 'iya']"
"['beberapa', 'hari', 'ini', 'sinyal', 'nya', 'lemot', 'banget', 'padahal', 'bar', 'sinyal', 'nya', 'penuh', 'mohon', 'untuk', 'segera', 'di', 'perbaiki']","['beberapa', 'hari', 'ini', 'sinyal', 'nya', 'lelet', 'banget', 'padahal', 'bar', 'sinyal', 'nya', 'penuh', 'mohon', 'untuk', 'segera', 'di', 'perbaiki']"
"['ini', 'app', 'pembodohan', 'sebelum', 'donlod', 'ada', 'iklan', 'rb', 'dpt', 'kuota', 'lokal', 'setelah', 'donlod', 'dicari', 'ga', 'ada', 'hebatlah', 'tukang', 'sulap']","['ini', 'app', 'pembodohan', 'sebelum', 'unduh', 'ada', 'iklan', 'ribu', 'dapat', 'kuota', 'lokal', 'setelah', 'unduh', 'dicari', 'ga', 'ada', 'hebatlah', 'tukang', 'sulap']"
"['kenapa', 'pembayaran', 'melalui', 'bri', 'selalu', 'susah', 'kesalahan', 'virtual', 'accaunt', 'kesalahan', 'transaksi', 'sebelumnya', 'kode', 'tolong', 'dong', 'perbaiki']","['kenapa', 'pembayaran', 'melalui', 'bri', 'selalu', 'susah', 'kesalahan', 'virtual', 'akun', 'kesalahan', 'transaksi', 'sebelumnya', 'kode', 'tolong', 'dong', 'perbaiki']"
"['lebih', 'ditingkatkan', 'lg', 'kualitas', 'sinyal', 'di', 'pelosok', 'pelosok', 'biar', 'makin', 'banyak', 'pengguna', 'xl']","['lebih', 'ditingkatkan', 'lagi', 'kualitas', 'sinyal', 'di', 'pelosok', 'pelosok', 'biar', 'makin', 'banyak', 'pengguna', 'xl']"
"['kembalikan', 'pulsa', 'saya', 'kuota', 'masih', 'banyak', 'malah', 'pulsa', 'yg', 'terpotong']","['kembalikan', 'pulsa', 'saya', 'kuota', 'masih', 'banyak', 'bahkan', 'pulsa', 'yang', 'terpotong']"
"['hallo', 'pihak', 'my', 'xl', 'mohon', 'maaf', 'saya', 'punya', 'keluhan', 'jadi', 'keluhannya', 'mohon', 'jikalau', 'saya', 'beli', 'paket', 'berupa', 'voucher', 'itu', 'paketnya', 'jangan', 'dibagi', 'bagi', 'mungkin', 'kalau', 'pembagianya', 'ke', 'paket', 'internet', 'jam', 'sih', 'tidak', 'masalah', 'akan', 'tetapi', 'ini', 'itu', 'paket', 'malam', 'apalagi', 'yg', 'di', 'paket', 'malam', 'itu', 'banyak', 'yg', 'kebagi', 'kesitu', 'contoh', 'saya', 'beli', 'gb', 'gb', 'lokal', 'gb', 'dan', 'gb', 'malam', 'nah', 'ini', 'nih', 'seharusnya', 'paket', 'malam', 'itu', 'yg', 'kebagi', 'cuman', 'gb', 'saja', 'jangan', 'terlalu', 'ya', 'dan', 'mohon', 'maaf', 'jikalau', 'saya', 'bersalah', 'mohon', 'di', 'tanggapi']","['hallo', 'pihak', 'my', 'xl', 'mohon', 'maaf', 'saya', 'punya', 'keluhan', 'jadi', 'keluhannya', 'mohon', 'jikalau', 'saya', 'beli', 'paket', 'berupa', 'voucer', 'itu', 'paketnya', 'jangan', 'dibagi', 'bagi', 'mungkin', 'kalau', 'pembagian', 'ke', 'paket', 'internet', 'jam', 'sih', 'tidak', 'masalah', 'akan', 'tetapi', 'ini', 'itu', 'paket', 'malam', 'apalagi', 'yang', 'di', 'paket', 'malam', 'itu', 'banyak', 'yang', 'kebagi', 'kesitu', 'contoh', 'saya', 'beli', 'gb', 'gb', 'lokal', 'gb', 'dan', 'gb', 'malam', 'nah', 'ini', 'ini', 'seharusnya', 'paket', 'malam', 'itu', 'yang', 'kebagi', 'cuman', 'gb', 'saja', 'jangan', 'terlalu', 'iya', 'dan', 'mohon', 'maaf', 'jikalau', 'saya', 'bersalah', 'mohon', 'di', 'tanggapi']"
"['ni', 'apk', 'makin', 'di', 'update', 'makin', 'berat', '&', 'susah', 'untuk', 'di', 'buka']","['ini', 'aplikasi', 'makin', 'di', 'terbaru', 'makin', 'berat', '&', 'susah', 'untuk', 'di', 'buka']"
"['good', 'memuaskan', 'cuman', 'jaringan', 'sinyalnya', 'perlu', 'di', 'perbaiki', 'masih', 'ad', 'trobel', 'nya']","['bagus', 'puas', 'cuman', 'jaringan', 'sinyalnya', 'perlu', 'di', 'perbaiki', 'masih', 'ada', 'masalah', 'nya']"
"['kenapa', 'xl', 'makin', 'kesini', 'makin', 'buruk', 'aja', 'dari', 'signyalnya', 'info', 'paketanya', 'tolong', 'signyal', 'di', 'wilayah', 'semarang', 'batang', 'pekalongan', 'di', 'pertimbangkan', 'lagi', 'agar', 'kami', 'cukup', 'puas', 'terutama', 'buat', 'game', 'kenapa', 'sangat', 'lelet', 'si', 'signyal', 'merah', 'mulu', 'jadi', 'sia', 'sia', 'beli', 'paketan', 'banyak', 'tapi', 'tidak', 'bisa', 'di', 'gunakan', 'mari', 'kita', 'turunkan', 'rate', 'bintangnya', 'biar', 'tau', 'apa', 'kendala', 'kita', 'saat', 'ini', 'tetapi', 'tidak', 'ada', 'perubahan', 'sama', 'sekali']","['kenapa', 'xl', 'makin', 'kesini', 'makin', 'buruk', 'saja', 'dari', 'sinyal', 'informasi', 'paket', 'tolong', 'sinyal', 'di', 'wilayah', 'semarang', 'batang', 'pekalongan', 'di', 'pertimbangkan', 'lagi', 'agar', 'kami', 'cukup', 'puas', 'terutama', 'buat', 'game', 'kenapa', 'sangat', 'lambat', 'si', 'sinyal', 'merah', 'melulu', 'jadi', 'sia', 'sia', 'beli', 'paketan', 'banyak', 'tapi', 'tidak', 'bisa', 'di', 'gunakan', 'mari', 'kita', 'turunkan', 'nilai', 'bintangnya', 'biar', 'tahu', 'apa', 'kendala', 'kita', 'saat', 'ini', 'tetapi', 'tidak', 'ada', 'perubahan', 'sama', 'sekali']"
"['aplikasi', 'buat', 'maling', 'kuota', 'fitur', 'transfer', 'kuota', 'buat', 'apa', 'masuk', 'ke', 'aplikasi', 'nama', 'nya', 'aryo', 'sanjaya', 'kan', 'gblk']","['aplikasi', 'buat', 'maling', 'kuota', 'fitur', 'transfer', 'kuota', 'buat', 'apa', 'masuk', 'ke', 'aplikasi', 'nama', 'nya', 'aryo', 'sanjaya', 'kan', 'bodoh']"
"['xl', 'terkesan', 'menipu', 'para', 'penggunanya', 'masa', 'setiap', 'ada', 'promo', 'di', 'myxl', 'sudah', 'di', 'kelik', 'paket', 'promo', 'yang', 'dipilih', 'harganya', 'tetep', 'normal', 'aneh']","['xl', 'kesan', 'menipu', 'para', 'penggunanya', 'masa', 'setiap', 'ada', 'promo', 'di', 'myxl', 'sudah', 'di', 'kelik', 'paket', 'promo', 'yang', 'dipilih', 'harganya', 'tetep', 'normal', 'aneh']"
"['lebih', 'praktis', 'gak', 'usah', 'pusing', 'ke', 'habisan', 'kuota']","['lebih', 'praktis', 'gak', 'perlu', 'pusing', 'ke', 'habisan', 'kuota']"
"['mending', 'jangan', 'pake', 'aplikasi', 'dah', 'kalo', 'nyusahin', 'satu', 'pengguna', 'xl', 'mah', 'yg', 'bener', 'dong', 'kalo', 'bikin', 'aplikasi', 'hahahaha', 'kalo', 'bisa', 'kata', 'kata', 'yg', 'kasar', 'gw', 'ketik', 'nih', 'hahaaha']","['lebih baik', 'jangan', 'pakai', 'aplikasi', 'sudah', 'kalau', 'nyusahin', 'satu', 'pengguna', 'xl', 'mah', 'yang', 'benar', 'dong', 'kalau', 'bikin', 'aplikasi', 'tertawa', 'kalau', 'bisa', 'kata', 'kata', 'yang', 'kasar', 'saya', 'ketik', 'ini', 'tertawa']"
"['saya', 'coba', 'masuk', 'ke', 'aplikasi', 'my', 'xl', 'kok', 'susah', 'sekali', 'udah', 'puluhan', 'cobak', 'masuk', 'selalu', 'sedang', 'terjadi', 'kesalaahan', 'padahal', 'baru', 'beli', 'paket']","['saya', 'coba', 'masuk', 'ke', 'aplikasi', 'my', 'xl', 'kok', 'susah', 'sekali', 'sudah', 'puluhan', 'cobak', 'masuk', 'selalu', 'sedang', 'terjadi', 'kesalahan', 'padahal', 'baru', 'beli', 'paket']"
"['sering', 'adain', 'promo', 'bagi', 'pengguna', 'yg', 'sering', 'melakukan', 'pengisian', 'pulsa']","['sering', 'diadakan', 'promo', 'bagi', 'pengguna', 'yang', 'sering', 'melakukan', 'pengisian', 'pulsa']"
"['kenapa', 'ya', 'kalau', 'habis', 'kuota', 'di', 'atas', 'jam', 'selalu', 'ga', 'bisa', 'paketin', 'data', 'sudah', 'berkali', 'seperti', 'ini', 'mohon', 'dibenahi', 'kembali', 'sistemnya']","['kenapa', 'iya', 'kalau', 'habis', 'kuota', 'di', 'atas', 'jam', 'selalu', 'ga', 'bisa', 'paketin', 'data', 'sudah', 'berkali', 'seperti', 'ini', 'mohon', 'dibenahi', 'kembali', 'sistemnya']"
"['sumpah', 'abis', 'update', 'malah', 'sinyalnya', 'bobrok', 'kagak', 'padahal', 'bar', 'penuh', 'itu', 'gimna', 'dah']","['sumpah', 'habis', 'terbaru', 'bahkan', 'sinyalnya', 'bobrok', 'tidak', 'padahal', 'bar', 'penuh', 'itu', 'gimana', 'sudah']"
"['tolong', 'jaringan', 'nya', 'diperbaiki', 'lagi', 'dulu', 'xl', 'bagus', 'untuk', 'browsing', 'gaming', 'streaming', 'sekarang', 'di', 'pake', 'gaming', 'nge', 'lag', 'mulu', 'jadi', 'males', 'beli', 'pake', 'kartu', 'xl', 'lagi']","['tolong', 'jaringan', 'nya', 'diperbaiki', 'lagi', 'dulu', 'xl', 'bagus', 'untuk', 'menjelajah', 'game', 'streaming', 'sekarang', 'di', 'pakai', 'game', 'nge', 'lag', 'melulu', 'jadi', 'males', 'beli', 'pakai', 'kartu', 'xl', 'lagi']"
"['makin', 'sini', 'makin', 'lemot', 'parah', 'si', 'kalo', 'emang', 'ga', 'niat', 'benerin', 'mending', 'gausa', 'nyediain', 'layanan', 'internet', 'dah', 'seminggu', 'lemot', 'padahal', 'bar', 'nya', 'pun', 'full', 'kecewa', 'parah']","['makin', 'sini', 'makin', 'lelet', 'parah', 'si', 'kalau', 'emang', 'ga', 'niat', 'benerin', 'lebih baik', 'tidak', 'sedia', 'layanan', 'internet', 'sudah', 'seminggu', 'lelet', 'padahal', 'bar', 'nya', 'pun', 'penuh', 'kecewa', 'parah']"
"['semoga', 'xl', 'memberikan', 'reward', 'untuk', 'pelanggan', 'dan', 'gratisan', 'kuota', 'yang', 'melimpah']","['semoga', 'xl', 'memberikan', 'hadiah', 'untuk', 'konsumen', 'dan', 'gratisan', 'kuota', 'yang', 'melimpah']"
"['saya', 'harap', 'myxl', 'ada', 'fitur', 'kunci', 'pulsa', 'seperti', 'di', 'aplikasi', 'axisnet', 'jdi', 'pulsa', 'tetap', 'aman', 'tdk', 'trpotong', 'otomatis', 'ketika', 'kuota', 'habis', 'tpi', 'data', 'nyala']","['saya', 'harap', 'myxl', 'ada', 'fitur', 'kunci', 'pulsa', 'seperti', 'di', 'aplikasi', 'axisnet', 'jadi', 'pulsa', 'tetap', 'aman', 'tidak', 'terpotong', 'otomatis', 'ketika', 'kuota', 'habis', 'tapi', 'data', 'nyala']"
"['sinyalnya', 'serasa', 'gak', 'ada', 'kuota', 'dan', 'bagusnya', 'cuma', 'sore', 'sinyalnya', 'tolong', 'bisa', 'diperbaiki', 'nanti', 'aku', 'kasih', 'bintang']","['sinyalnya', 'serasa', 'gak', 'ada', 'kuota', 'dan', 'bagusnya', 'cuma', 'sore', 'sinyalnya', 'tolong', 'bisa', 'diperbaiki', 'nanti', 'aku', 'kasih', 'bintang']"
"['assalamualaikum', 'selamat', 'malam', 'admin', 'kemarin', 'aku', 'beli', 'paket', 'internet', 'gb', 'harga', 'pulsa', 'nya', 'hilang', 'tapi', 'paketanya', 'tidak', 'masuk', 'itu', 'kenapa']","['assalamualaikum', 'selamat', 'malam', 'admin', 'kemarin', 'aku', 'beli', 'paket', 'internet', 'gb', 'harga', 'pulsa', 'nya', 'hilang', 'tapi', 'paket', 'tidak', 'masuk', 'itu', 'kenapa']"
"['tolong', 'sinyal', 'xl', 'diperkuat', 'daerah', 'karangmalang', 'karangsembung', 'sinyal', 'ga', 'stabil', 'mau', 'banyak', 'pelanggan', 'tolong', 'sinyal', 'yang', 'kuat', 'dan', 'paket', 'data', 'yg', 'murah']","['tolong', 'sinyal', 'xl', 'diperkuat', 'daerah', 'karangmalang', 'karangsembung', 'sinyal', 'ga', 'stabil', 'mau', 'banyak', 'konsumen', 'tolong', 'sinyal', 'yang', 'kuat', 'dan', 'paket', 'data', 'yang', 'murah']"
"['ini', 'knp', 'si', 'dari', 'kmarin', 'sinyal', 'nya', 'gjls', 'pdhl', 'full', 'sinya', 'paket', 'juga', 'ada', 'masa', 'hrus', 'mode', 'pswat', 'matiin', 'data', 'idupin', 'lgi', 'sinyal', 'nya', 'gjls', 'lama', 'bikin', 'ribet', 'klo', 'lgi', 'ada', 'penting', 'gbisa', 'dipke']","['ini', 'kenapa', 'si', 'dari', 'kemarin', 'sinyal', 'nya', 'tidak jelas', 'padahal', 'penuh', 'sinyal', 'paket', 'juga', 'ada', 'masa', 'harus', 'mode', 'pesawat', 'mati', 'data', 'hidup', 'lagi', 'sinyal', 'nya', 'tidak jelas', 'lama', 'bikin', 'ribet', 'kalau', 'lagi', 'ada', 'penting', 'tidak bisa', 'pakai']"
"['parah', 'sinyalnya', 'lelet', 'banget', 'padahal', 'full', 'sinyal', 'full', 'tp', 'lemot', 'parah']","['parah', 'sinyalnya', 'lambat', 'banget', 'padahal', 'penuh', 'sinyal', 'penuh', 'tapi', 'lelet', 'parah']"
"['sangat', 'bagus', 'dan', 'mantap', 'tapi', 'buat', 'main', 'game', 'codm', 'tidak', 'cocok']","['sangat', 'bagus', 'dan', 'mantap', 'tapi', 'buat', 'main', 'game', 'codm', 'tidak', 'cocok']"
"['semakin', 'kesini', 'smakin', 'gila', 'unlimited', 'yutub', 'kok', 'udah', 'ga', 'ada', 'ya', 'abis', 'paket', 'ini', 'buang', 'nih', 'xl', 'ganti', 'telkomsel', 'aj', 'lagi']","['semakin', 'kesini', 'semakin', 'gila', 'unlimited', 'youtube', 'kok', 'sudah', 'ga', 'ada', 'iya', 'habis', 'paket', 'ini', 'buang', 'ini', 'xl', 'ganti', 'telkomsel', 'saja', 'lagi']"
"['gue', 'kasih', 'bintang', 'agar', 'jaringan', 'gue', 'gak', 'hilang', 'hilang', 'mulu', 'kalo', 'masih', 'hilang', 'hilang', 'gue', 'kasih', 'bintang']","['saya', 'kasih', 'bintang', 'agar', 'jaringan', 'saya', 'gak', 'hilang', 'hilang', 'melulu', 'kalau', 'masih', 'hilang', 'hilang', 'saya', 'kasih', 'bintang']"
"['jaringan', 'sangat', 'buruk', 'kuota', 'dan', 'pulsa', 'bisa', 'hilang', 'begitu', 'saja', 'komplain', 'sana', 'sini', 'gk', 'ada', 'jawaban', 'ada', 'gk', 'sih', 'yg', 'bintang', 'nya', 'kurang', 'dari', 'ngasih', 'bintang', 'aja', 'kaya', 'susah', 'banget', 'busuk', 'bener', 'xl']","['jaringan', 'sangat', 'buruk', 'kuota', 'dan', 'pulsa', 'bisa', 'hilang', 'begitu', 'saja', 'komplain', 'sana', 'sini', 'gk', 'ada', 'jawaban', 'ada', 'gk', 'sih', 'yang', 'bintang', 'nya', 'kurang', 'dari', 'memberikan', 'bintang', 'saja', 'kaya', 'susah', 'banget', 'busuk', 'benar', 'xl']"
"['xl', 'sekarang', 'sinyalnya', 'buruk', 'beli', 'paket', 'mahal', 'mahal', 'tapi', 'dapat', 'sinyal', 'kualitas', 'buruk', 'apa', 'lagi', 'kalo', 'udah', 'mau', 'menjelang', 'malam']","['xl', 'sekarang', 'sinyalnya', 'buruk', 'beli', 'paket', 'mahal', 'mahal', 'tapi', 'dapat', 'sinyal', 'kualitas', 'buruk', 'apa', 'lagi', 'kalau', 'sudah', 'mau', 'menjelang', 'malam']"
"['baru', 'update', 'apk', 'my', 'xl', 'pas', 'di', 'buka', 'ada', 'fitur', 'baru', 'yang', 'worth', 'it', 'mantep', 'deh', 'ni', 'apk', 'buat', 'bug', 'ga', 'ketemu', 'lagi', 'sih', 'moga', 'xl', 'bisa', 'jadi', 'lebih', 'baik', 'lagi']","['baru', 'terbaru', 'aplikasi', 'my', 'xl', 'pas', 'di', 'buka', 'ada', 'fitur', 'baru', 'yang', 'bermanfaat', 'it', 'mantap', 'deh', 'ini', 'aplikasi', 'buat', 'bug', 'ga', 'ketemu', 'lagi', 'sih', 'moga', 'xl', 'bisa', 'jadi', 'lebih', 'baik', 'lagi']"
"['paket', 'unlimited', 'xl', 'itamanya', 'pasca', 'bayar', 'yang', 'berbasis', 'fup', 'bisa', 'dikatakan', 'sebagai', 'paket', 'pemanis', 'belaka', 'krn', 'pd', 'saat', 'fup', 'kecepatan', '%', 'turun', 'kebijakan', 'menahan', 'kartu', 'pasca', 'bayar', 'dan', 'tidak', 'dapat', 'migrasi', 'ke', 'pra', 'bayar', 'merupakan', 'kebijakan', 'tidak', 'pro', 'pelanggan', 'sinyal', 'sering', 'kali', 'down', 'tiba', 'tiba', 'pd', 'saat', 'komplen', 'ngasih', 'saran', 'basa', 'basi', 'disuruh', 'restart', 'matikan', 'hp', 'dll', 'padahal', 'yg', 'bermasalah', 'bts', 'nya']","['paket', 'unlimited', 'xl', 'utama', 'pasca', 'bayar', 'yang', 'basis', 'fup', 'bisa', 'dikatakan', 'sebagai', 'paket', 'manis', 'belaka', 'karena', 'pada', 'saat', 'fup', 'kecepatan', '%', 'turun', 'kebijakan', 'menahan', 'kartu', 'pasca', 'bayar', 'dan', 'tidak', 'dapat', 'migrasi', 'ke', 'pra', 'bayar', 'merupakan', 'kebijakan', 'tidak', 'profesional', 'konsumen', 'sinyal', 'sering', 'kali', 'bawah', 'tiba', 'tiba', 'pada', 'saat', 'komplain', 'memberikan', 'saran', 'basa', 'basi', 'disuruh', 'restart', 'matikan', 'seluler', 'dan lain lain', 'padahal', 'yang', 'bermasalah', 'bts', 'nya']"
"['xl', 'semakin', 'gak', 'jelas', 'ngasih', 'bonus', 'juga', 'gak', 'jelas', 'bonus', 'belom', 'dipake', 'hilang', 'sinyal', 'juga', 'buruk', 'apa', 'kah', 'ada', 'hek', 'kalo', 'ada', 'fitur', 'xl', 'keamanan', 'nya', 'di', 'perbarui', 'biar', 'tidak', 'merugikan', 'pelangan', 'xl']","['xl', 'semakin', 'gak', 'jelas', 'memberikan', 'bonus', 'juga', 'gak', 'jelas', 'bonus', 'belum', 'dipake', 'hilang', 'sinyal', 'juga', 'buruk', 'apa', 'kah', 'ada', 'hek', 'kalau', 'ada', 'fitur', 'xl', 'keamanan', 'nya', 'di', 'perbarui', 'biar', 'tidak', 'merugikan', 'konsumen', 'xl']"
