CaseFolding,Tokenizing
jaringan lemot banyak fake khusunya paket data yg dipakai tidak sesuai dengan isinya,"['jaringan', 'lemot', 'banyak', 'fake', 'khusunya', 'paket', 'data', 'yg', 'dipakai', 'tidak', 'sesuai', 'dengan', 'isinya']"
xl kalo gk mau kasi diskon mending gk usah jangan nipu orang masa pas mau daftar kouta harganya dinaikin terus plis ya xl kalo gk mau kasih ya udah jagan nipu orang,"['xl', 'kalo', 'gk', 'mau', 'kasi', 'diskon', 'mending', 'gk', 'usah', 'jangan', 'nipu', 'orang', 'masa', 'pas', 'mau', 'daftar', 'kouta', 'harganya', 'dinaikin', 'terus', 'plis', 'ya', 'xl', 'kalo', 'gk', 'mau', 'kasih', 'ya', 'udah', 'jagan', 'nipu', 'orang']"
banyak bonus di aplikasi myxl kuota kejutan murah tiap hari sangat suka menggunakan aplikasi ini,"['banyak', 'bonus', 'di', 'aplikasi', 'myxl', 'kuota', 'kejutan', 'murah', 'tiap', 'hari', 'sangat', 'suka', 'menggunakan', 'aplikasi', 'ini']"
lintah pulsa asw percuma ada setting pengontrol pulsa tapi masih nyedot pulsa kenapa selalu memperpanjang masa paket kont pulsa saya habis gara  lupa non aktifkan paket  tidak seperti kartu lain gak memperpanjang paket sendiri beli sekali doang,"['lintah', 'pulsa', 'asw', 'percuma', 'ada', 'setting', 'pengontrol', 'pulsa', 'tapi', 'masih', 'nyedot', 'pulsa', 'kenapa', 'selalu', 'memperpanjang', 'masa', 'paket', 'kont', 'pulsa', 'saya', 'habis', 'gara', 'lupa', 'non', 'aktifkan', 'paket', 'tidak', 'seperti', 'kartu', 'lain', 'gak', 'memperpanjang', 'paket', 'sendiri', 'beli', 'sekali', 'doang']"
kerna jaringan saya sudah normal kembali jadi saya naikan lagi bintang nya makasih myxl,"['kerna', 'jaringan', 'saya', 'sudah', 'normal', 'kembali', 'jadi', 'saya', 'naikan', 'lagi', 'bintang', 'nya', 'makasih', 'myxl']"
beli kartu perdana paket gb kuota utama dan unlimited fb  ig  wa dll  setelah paket kuota utama  gb habis  sinyal unlimited  fb  ig  wa dll  sangat buruk sekali  sayang  beli kuota mahal  jaringan nya mulu  ada apa ini  apakah mau bangkrut  tolong komplain  customer pelanggang diperhatikan  agar nyaman  perbaiki sinyal nyanya  permainan game gw terganggu ini woy  beli kuota mahal  hasil nya buruk  parah kacau gue maen game nge lag mulu ini  kapan bangkrut sinyal tai,"['beli', 'kartu', 'perdana', 'paket', 'gb', 'kuota', 'utama', 'dan', 'unlimited', 'fb', 'ig', 'wa', 'dll', 'setelah', 'paket', 'kuota', 'utama', 'gb', 'habis', 'sinyal', 'unlimited', 'fb', 'ig', 'wa', 'dll', 'sangat', 'buruk', 'sekali', 'sayang', 'beli', 'kuota', 'mahal', 'jaringan', 'nya', 'mulu', 'ada', 'apa', 'ini', 'apakah', 'mau', 'bangkrut', 'tolong', 'komplain', 'customer', 'pelanggang', 'diperhatikan', 'agar', 'nyaman', 'perbaiki', 'sinyal', 'nyanya', 'permainan', 'game', 'gw', 'terganggu', 'ini', 'woy', 'beli', 'kuota', 'mahal', 'hasil', 'nya', 'buruk', 'parah', 'kacau', 'gue', 'maen', 'game', 'nge', 'lag', 'mulu', 'ini', 'kapan', 'bangkrut', 'sinyal', 'tai']"
aplikasi yg gak bermanfaat  nambah booster kuota aja ribet kali nambah paket booster  sms udh berhasil tp kuota tdk masuk  trus beli lg via shopee  saldo udh kepotong tp kuota gak masuk  trus live chat nya lebih baik gk usah deh  gak ada manfaat sama sekali  sy chat di live chat malah bingung sendiri,"['aplikasi', 'yg', 'gak', 'bermanfaat', 'nambah', 'booster', 'kuota', 'aja', 'ribet', 'kali', 'nambah', 'paket', 'booster', 'sms', 'udh', 'berhasil', 'tp', 'kuota', 'tdk', 'masuk', 'trus', 'beli', 'lg', 'via', 'shopee', 'saldo', 'udh', 'kepotong', 'tp', 'kuota', 'gak', 'masuk', 'trus', 'live', 'chat', 'nya', 'lebih', 'baik', 'gk', 'usah', 'deh', 'gak', 'ada', 'manfaat', 'sama', 'sekali', 'sy', 'chat', 'di', 'live', 'chat', 'malah', 'bingung', 'sendiri']"
kadang kadang aplikasinya bisa dibuka kadang kadang tidak tpi baguslah lebih bisa mudah melihat data dan pulsa lebih simpel,"['kadang', 'kadang', 'aplikasinya', 'bisa', 'dibuka', 'kadang', 'kadang', 'tidak', 'tpi', 'baguslah', 'lebih', 'bisa', 'mudah', 'melihat', 'data', 'dan', 'pulsa', 'lebih', 'simpel']"
mohon dibaca kartu saya sengaja gak di aktifkan paket datanya  dan indikator datanya pun saya matikan  karena di rumah menggunakan wi fi  tp kenapa setiap hari dapet sms dari xl xl  pemakaian internet anda hari ini dgn tarif rp  kb sudah lebih dari rp rb  mau akses youtube tanpa kuota beli pkt xtra combo di * & myxl  info dan sy cek saldo setiap hari  saldonya berkurang  mohon penjelasannya  terima kasih,"['mohon', 'dibaca', 'kartu', 'saya', 'sengaja', 'gak', 'di', 'aktifkan', 'paket', 'datanya', 'dan', 'indikator', 'datanya', 'pun', 'saya', 'matikan', 'karena', 'di', 'rumah', 'menggunakan', 'wi', 'fi', 'tp', 'kenapa', 'setiap', 'hari', 'dapet', 'sms', 'dari', 'xl', 'xl', 'pemakaian', 'internet', 'anda', 'hari', 'ini', 'dgn', 'tarif', 'rp', 'kb', 'sudah', 'lebih', 'dari', 'rp', 'rb', 'mau', 'akses', 'youtube', 'tanpa', 'kuota', 'beli', 'pkt', 'xtra', 'combo', 'di', '*', '&', 'myxl', 'info', 'dan', 'sy', 'cek', 'saldo', 'setiap', 'hari', 'saldonya', 'berkurang', 'mohon', 'penjelasannya', 'terima', 'kasih']"
bangke gua pikir lebih bagus sinyal nya dari tri gak tau nya lebih buruk ,"['bangke', 'gua', 'pikir', 'lebih', 'bagus', 'sinyal', 'nya', 'dari', 'tri', 'gak', 'tau', 'nya', 'lebih', 'buruk']"
tolong xl poin nya di tampilkan dan beri fitur penukaran poin xl,"['tolong', 'xl', 'poin', 'nya', 'di', 'tampilkan', 'dan', 'beri', 'fitur', 'penukaran', 'poin', 'xl']"
saya mau beli paket kuota di aplikasi  masa eror aktivasi mulu  padahal mau beli loh ini,"['saya', 'mau', 'beli', 'paket', 'kuota', 'di', 'aplikasi', 'masa', 'eror', 'aktivasi', 'mulu', 'padahal', 'mau', 'beli', 'loh', 'ini']"
terima kasih untuk paketannya yg selalu menemani saya  tapi kadang putus  tolong ditingkatkan lagi ya untuk jaringannya tks,"['terima', 'kasih', 'untuk', 'paketannya', 'yg', 'selalu', 'menemani', 'saya', 'tapi', 'kadang', 'putus', 'tolong', 'ditingkatkan', 'lagi', 'ya', 'untuk', 'jaringannya', 'tks']"
udah di update  lama loading nya  gak bisa ke buka pula aplikasinya perbaiki dlu klo udah bagus nnti saya kasih bintang  terimakasih,"['udah', 'di', 'update', 'lama', 'loading', 'nya', 'gak', 'bisa', 'ke', 'buka', 'pula', 'aplikasinya', 'perbaiki', 'dlu', 'klo', 'udah', 'bagus', 'nnti', 'saya', 'kasih', 'bintang', 'terimakasih']"
kenapa xl makin hari makin jelek ya sinyalnya  apknya juga setelah di update malah maintenance mulu,"['kenapa', 'xl', 'makin', 'hari', 'makin', 'jelek', 'ya', 'sinyalnya', 'apknya', 'juga', 'setelah', 'di', 'update', 'malah', 'maintenance', 'mulu']"
my xl benar benar sangat membantu  beli kuota cek kuota jadi lebih mudah,"['my', 'xl', 'benar', 'benar', 'sangat', 'membantu', 'beli', 'kuota', 'cek', 'kuota', 'jadi', 'lebih', 'mudah']"
data offline  sms  telfon ga pernah tapi pulsa bisa habis kenapa ini  tulisannya  pemakaian bla bla bal sudah mencapai sekian ribu  data gua offline cuy gua make wifi ini  kok bisa begitu,"['data', 'offline', 'sms', 'telfon', 'ga', 'pernah', 'tapi', 'pulsa', 'bisa', 'habis', 'kenapa', 'ini', 'tulisannya', 'pemakaian', 'bla', 'bla', 'bal', 'sudah', 'mencapai', 'sekian', 'ribu', 'data', 'gua', 'offline', 'cuy', 'gua', 'make', 'wifi', 'ini', 'kok', 'bisa', 'begitu']"
apk baik  cuma tolong di perbaiki kembali karena sering terjadi eror saat login my xl sekian terimakasih,"['apk', 'baik', 'cuma', 'tolong', 'di', 'perbaiki', 'kembali', 'karena', 'sering', 'terjadi', 'eror', 'saat', 'login', 'my', 'xl', 'sekian', 'terimakasih']"
sudah lama pakai xl masih nomer  digit sama sekali belum pernah beli paket data padahal xl ditempat saya sinyal bagus dapat paket data kemarin waktu pandemi bantuan paket dari mendikbud iseng iseng daftar,"['sudah', 'lama', 'pakai', 'xl', 'masih', 'nomer', 'digit', 'sama', 'sekali', 'belum', 'pernah', 'beli', 'paket', 'data', 'padahal', 'xl', 'ditempat', 'saya', 'sinyal', 'bagus', 'dapat', 'paket', 'data', 'kemarin', 'waktu', 'pandemi', 'bantuan', 'paket', 'dari', 'mendikbud', 'iseng', 'iseng', 'daftar']"
kenapa gak bisa beli paket vip nya ya  malahan pulsa saya dimakannya,"['kenapa', 'gak', 'bisa', 'beli', 'paket', 'vip', 'nya', 'ya', 'malahan', 'pulsa', 'saya', 'dimakannya']"
ada promo kuota akrab terlanjur isi pulsa yang totalnya bisa ternyata si bgsd berubah anj bikin emosi,"['ada', 'promo', 'kuota', 'akrab', 'terlanjur', 'isi', 'pulsa', 'yang', 'totalnya', 'bisa', 'ternyata', 'si', 'bgsd', 'berubah', 'anj', 'bikin', 'emosi']"
semoga bisa lebih baik dalam melayani konsumen ya my xl sukses selalu jaringan bisa diperluas,"['semoga', 'bisa', 'lebih', 'baik', 'dalam', 'melayani', 'konsumen', 'ya', 'my', 'xl', 'sukses', 'selalu', 'jaringan', 'bisa', 'diperluas']"
alhamdulillah dengan aplikasi myxl ini sangat berguna dan bisa berkomunikasi dengan keluarga di kampung ,"['alhamdulillah', 'dengan', 'aplikasi', 'myxl', 'ini', 'sangat', 'berguna', 'dan', 'bisa', 'berkomunikasi', 'dengan', 'keluarga', 'di', 'kampung']"
jadi gini  saya beli kuota xl untuk berjaga jaga apabila ada kendala di wifi saya seperti misal listrik mati kan otomatis wifi juga ikut mati  lah ini listrik mati sinyal xl kok ikut ilang  kan konyol  sia sia  tidak ada manfaatnya saya beli kuota xl  jmbot,"['jadi', 'gini', 'saya', 'beli', 'kuota', 'xl', 'untuk', 'berjaga', 'jaga', 'apabila', 'ada', 'kendala', 'di', 'wifi', 'saya', 'seperti', 'misal', 'listrik', 'mati', 'kan', 'otomatis', 'wifi', 'juga', 'ikut', 'mati', 'lah', 'ini', 'listrik', 'mati', 'sinyal', 'xl', 'kok', 'ikut', 'ilang', 'kan', 'konyol', 'sia', 'sia', 'tidak', 'ada', 'manfaatnya', 'saya', 'beli', 'kuota', 'xl', 'jmbot']"
kenapa ya mau buka aplikasi xl nya aja lemot muter terus padahal mau cek kuota udah beberapa hari begitu  kenapa ya,"['kenapa', 'ya', 'mau', 'buka', 'aplikasi', 'xl', 'nya', 'aja', 'lemot', 'muter', 'terus', 'padahal', 'mau', 'cek', 'kuota', 'udah', 'beberapa', 'hari', 'begitu', 'kenapa', 'ya']"
tingkatkan kestabilan bandwidth internet nya semoga jaringan sampai ke pelosok negeri  terkadang di dataran tinggi atau pelosok sinyal menghilang,"['tingkatkan', 'kestabilan', 'bandwidth', 'internet', 'nya', 'semoga', 'jaringan', 'sampai', 'ke', 'pelosok', 'negeri', 'terkadang', 'di', 'dataran', 'tinggi', 'atau', 'pelosok', 'sinyal', 'menghilang']"
ini sih keren banget keluarga aku banyak sih pake xl ini wah keren pokok nya bagus lah,"['ini', 'sih', 'keren', 'banget', 'keluarga', 'aku', 'banyak', 'sih', 'pake', 'xl', 'ini', 'wah', 'keren', 'pokok', 'nya', 'bagus', 'lah']"
saya mau tanya kerja xl emang gini apa gimana ya  saya punya pulsa tp emgga aktifin datanya  tiba pulsa saya kesedot banyak  apa memang begitu apa gimana ya,"['saya', 'mau', 'tanya', 'kerja', 'xl', 'emang', 'gini', 'apa', 'gimana', 'ya', 'saya', 'punya', 'pulsa', 'tp', 'emgga', 'aktifin', 'datanya', 'tiba', 'pulsa', 'saya', 'kesedot', 'banyak', 'apa', 'memang', 'begitu', 'apa', 'gimana', 'ya']"
beberapa hari ini sinyal nya lemot banget  padahal bar sinyal nya penuh  mohon untuk segera di perbaiki,"['beberapa', 'hari', 'ini', 'sinyal', 'nya', 'lemot', 'banget', 'padahal', 'bar', 'sinyal', 'nya', 'penuh', 'mohon', 'untuk', 'segera', 'di', 'perbaiki']"
ini app pembodohan sebelum donlod ada iklan rb dpt kuota lokal  setelah donlod dicari  ga ada hebatlah tukang sulap,"['ini', 'app', 'pembodohan', 'sebelum', 'donlod', 'ada', 'iklan', 'rb', 'dpt', 'kuota', 'lokal', 'setelah', 'donlod', 'dicari', 'ga', 'ada', 'hebatlah', 'tukang', 'sulap']"
kenapa pembayaran melalui bri selalu susah kesalahan virtual accaunt kesalahan transaksi sebelumnya  kode tolong dong perbaiki,"['kenapa', 'pembayaran', 'melalui', 'bri', 'selalu', 'susah', 'kesalahan', 'virtual', 'accaunt', 'kesalahan', 'transaksi', 'sebelumnya', 'kode', 'tolong', 'dong', 'perbaiki']"
lebih ditingkatkan lg kualitas sinyal di pelosok pelosok biar makin banyak pengguna xl,"['lebih', 'ditingkatkan', 'lg', 'kualitas', 'sinyal', 'di', 'pelosok', 'pelosok', 'biar', 'makin', 'banyak', 'pengguna', 'xl']"
kembalikan pulsa saya kuota masih banyak malah pulsa yg terpotong,"['kembalikan', 'pulsa', 'saya', 'kuota', 'masih', 'banyak', 'malah', 'pulsa', 'yg', 'terpotong']"
hallo pihak my xl  mohon maaf saya punya keluhan  jadi keluhannya mohon jikalau saya beli paket berupa voucher itu paketnya jangan dibagi bagi  mungkin kalau pembagianya ke paket internet jam sih tidak masalah  akan tetapi ini itu paket malam apalagi yg di paket malam itu banyak yg kebagi kesitu  contoh saya beli  gb gb lokal  gb dan  gb malam nah ini nih seharusnya paket malam itu yg kebagi cuman  gb saja jangan terlalu ya dan mohon maaf jikalau saya bersalah  mohon di tanggapi,"['hallo', 'pihak', 'my', 'xl', 'mohon', 'maaf', 'saya', 'punya', 'keluhan', 'jadi', 'keluhannya', 'mohon', 'jikalau', 'saya', 'beli', 'paket', 'berupa', 'voucher', 'itu', 'paketnya', 'jangan', 'dibagi', 'bagi', 'mungkin', 'kalau', 'pembagianya', 'ke', 'paket', 'internet', 'jam', 'sih', 'tidak', 'masalah', 'akan', 'tetapi', 'ini', 'itu', 'paket', 'malam', 'apalagi', 'yg', 'di', 'paket', 'malam', 'itu', 'banyak', 'yg', 'kebagi', 'kesitu', 'contoh', 'saya', 'beli', 'gb', 'gb', 'lokal', 'gb', 'dan', 'gb', 'malam', 'nah', 'ini', 'nih', 'seharusnya', 'paket', 'malam', 'itu', 'yg', 'kebagi', 'cuman', 'gb', 'saja', 'jangan', 'terlalu', 'ya', 'dan', 'mohon', 'maaf', 'jikalau', 'saya', 'bersalah', 'mohon', 'di', 'tanggapi']"
ni apk makin di update  makin berat & susah untuk di buka,"['ni', 'apk', 'makin', 'di', 'update', 'makin', 'berat', '&', 'susah', 'untuk', 'di', 'buka']"
good  memuaskan cuman jaringan sinyalnya perlu di perbaiki masih ad trobel nya,"['good', 'memuaskan', 'cuman', 'jaringan', 'sinyalnya', 'perlu', 'di', 'perbaiki', 'masih', 'ad', 'trobel', 'nya']"
kenapa xl makin kesini makin buruk aja dari signyalnya info paketanya tolong signyal di wilayah semarang batang pekalongan di pertimbangkan lagi agar kami cukup puas terutama buat game kenapa sangat lelet si signyal merah mulu jadi sia sia beli paketan banyak tapi tidak bisa di gunakan mari kita turunkan rate bintangnya biar tau apa kendala kita saat ini tetapi tidak ada perubahan sama sekali,"['kenapa', 'xl', 'makin', 'kesini', 'makin', 'buruk', 'aja', 'dari', 'signyalnya', 'info', 'paketanya', 'tolong', 'signyal', 'di', 'wilayah', 'semarang', 'batang', 'pekalongan', 'di', 'pertimbangkan', 'lagi', 'agar', 'kami', 'cukup', 'puas', 'terutama', 'buat', 'game', 'kenapa', 'sangat', 'lelet', 'si', 'signyal', 'merah', 'mulu', 'jadi', 'sia', 'sia', 'beli', 'paketan', 'banyak', 'tapi', 'tidak', 'bisa', 'di', 'gunakan', 'mari', 'kita', 'turunkan', 'rate', 'bintangnya', 'biar', 'tau', 'apa', 'kendala', 'kita', 'saat', 'ini', 'tetapi', 'tidak', 'ada', 'perubahan', 'sama', 'sekali']"
aplikasi buat maling kuota  fitur transfer kuota buat apa masuk ke aplikasi nama nya aryo sanjaya kan gblk,"['aplikasi', 'buat', 'maling', 'kuota', 'fitur', 'transfer', 'kuota', 'buat', 'apa', 'masuk', 'ke', 'aplikasi', 'nama', 'nya', 'aryo', 'sanjaya', 'kan', 'gblk']"
xl terkesan menipu para penggunanya masa setiap ada promo di myxl sudah di kelik paket promo yang dipilih harganya tetep normal  aneh,"['xl', 'terkesan', 'menipu', 'para', 'penggunanya', 'masa', 'setiap', 'ada', 'promo', 'di', 'myxl', 'sudah', 'di', 'kelik', 'paket', 'promo', 'yang', 'dipilih', 'harganya', 'tetep', 'normal', 'aneh']"
lebih praktis gak usah pusing ke habisan kuota,"['lebih', 'praktis', 'gak', 'usah', 'pusing', 'ke', 'habisan', 'kuota']"
mending jangan pake aplikasi dah kalo nyusahin satu pengguna xl mah yg bener dong kalo bikin aplikasi hahahaha kalo bisa kata kata yg kasar gw ketik nih hahaaha,"['mending', 'jangan', 'pake', 'aplikasi', 'dah', 'kalo', 'nyusahin', 'satu', 'pengguna', 'xl', 'mah', 'yg', 'bener', 'dong', 'kalo', 'bikin', 'aplikasi', 'hahahaha', 'kalo', 'bisa', 'kata', 'kata', 'yg', 'kasar', 'gw', 'ketik', 'nih', 'hahaaha']"
saya coba masuk ke aplikasi my xl kok susah sekali udah puluhan cobak masuk selalu sedang terjadi kesalaahan  padahal baru beli paket,"['saya', 'coba', 'masuk', 'ke', 'aplikasi', 'my', 'xl', 'kok', 'susah', 'sekali', 'udah', 'puluhan', 'cobak', 'masuk', 'selalu', 'sedang', 'terjadi', 'kesalaahan', 'padahal', 'baru', 'beli', 'paket']"
sering  adain promo bagi pengguna yg sering melakukan pengisian pulsa,"['sering', 'adain', 'promo', 'bagi', 'pengguna', 'yg', 'sering', 'melakukan', 'pengisian', 'pulsa']"
kenapa ya kalau habis kuota di atas jam selalu ga bisa paketin data sudah berkali  seperti ini mohon dibenahi kembali sistemnya,"['kenapa', 'ya', 'kalau', 'habis', 'kuota', 'di', 'atas', 'jam', 'selalu', 'ga', 'bisa', 'paketin', 'data', 'sudah', 'berkali', 'seperti', 'ini', 'mohon', 'dibenahi', 'kembali', 'sistemnya']"
sumpah abis update  malah sinyalnya bobrok  kagak padahal bar penuh  itu gimna dah,"['sumpah', 'abis', 'update', 'malah', 'sinyalnya', 'bobrok', 'kagak', 'padahal', 'bar', 'penuh', 'itu', 'gimna', 'dah']"
tolong jaringan nya diperbaiki lagi dulu xl bagus untuk browsing  gaming  streaming sekarang di pake gaming nge lag mulu jadi males beli pake kartu xl lagi,"['tolong', 'jaringan', 'nya', 'diperbaiki', 'lagi', 'dulu', 'xl', 'bagus', 'untuk', 'browsing', 'gaming', 'streaming', 'sekarang', 'di', 'pake', 'gaming', 'nge', 'lag', 'mulu', 'jadi', 'males', 'beli', 'pake', 'kartu', 'xl', 'lagi']"
makin sini makin lemot  parah si kalo emang ga niat benerin mending gausa nyediain layanan internet  dah seminggu lemot  padahal bar nya pun full  kecewa parah,"['makin', 'sini', 'makin', 'lemot', 'parah', 'si', 'kalo', 'emang', 'ga', 'niat', 'benerin', 'mending', 'gausa', 'nyediain', 'layanan', 'internet', 'dah', 'seminggu', 'lemot', 'padahal', 'bar', 'nya', 'pun', 'full', 'kecewa', 'parah']"
semoga xl memberikan reward untuk pelanggan dan gratisan kuota yang melimpah,"['semoga', 'xl', 'memberikan', 'reward', 'untuk', 'pelanggan', 'dan', 'gratisan', 'kuota', 'yang', 'melimpah']"
saya harap myxl ada fitur kunci pulsa seperti di aplikasi axisnet jdi pulsa tetap aman tdk trpotong otomatis ketika kuota habis tpi data nyala,"['saya', 'harap', 'myxl', 'ada', 'fitur', 'kunci', 'pulsa', 'seperti', 'di', 'aplikasi', 'axisnet', 'jdi', 'pulsa', 'tetap', 'aman', 'tdk', 'trpotong', 'otomatis', 'ketika', 'kuota', 'habis', 'tpi', 'data', 'nyala']"
sinyalnya serasa gak ada kuota dan bagusnya cuma sore sinyalnya tolong bisa diperbaiki nanti aku kasih bintang,"['sinyalnya', 'serasa', 'gak', 'ada', 'kuota', 'dan', 'bagusnya', 'cuma', 'sore', 'sinyalnya', 'tolong', 'bisa', 'diperbaiki', 'nanti', 'aku', 'kasih', 'bintang']"
assalamualaikum  selamat malam admin  kemarin aku beli paket internet gb harga pulsa nya hilang tapi paketanya tidak masuk  itu kenapa,"['assalamualaikum', 'selamat', 'malam', 'admin', 'kemarin', 'aku', 'beli', 'paket', 'internet', 'gb', 'harga', 'pulsa', 'nya', 'hilang', 'tapi', 'paketanya', 'tidak', 'masuk', 'itu', 'kenapa']"
tolong sinyal xl diperkuat daerah karangmalang karangsembung sinyal ga stabil mau banyak pelanggan  tolong sinyal yang kuat dan paket data yg murah,"['tolong', 'sinyal', 'xl', 'diperkuat', 'daerah', 'karangmalang', 'karangsembung', 'sinyal', 'ga', 'stabil', 'mau', 'banyak', 'pelanggan', 'tolong', 'sinyal', 'yang', 'kuat', 'dan', 'paket', 'data', 'yg', 'murah']"
ini knp si dari kmarin sinyal nya gjls pdhl full sinya paket juga ada masa hrus mode pswat matiin data idupin lgi  sinyal nya gjls lama bikin ribet klo lgi ada penting gbisa dipke,"['ini', 'knp', 'si', 'dari', 'kmarin', 'sinyal', 'nya', 'gjls', 'pdhl', 'full', 'sinya', 'paket', 'juga', 'ada', 'masa', 'hrus', 'mode', 'pswat', 'matiin', 'data', 'idupin', 'lgi', 'sinyal', 'nya', 'gjls', 'lama', 'bikin', 'ribet', 'klo', 'lgi', 'ada', 'penting', 'gbisa', 'dipke']"
parah sinyalnya lelet banget  padahal full sinyal full  tp lemot parah,"['parah', 'sinyalnya', 'lelet', 'banget', 'padahal', 'full', 'sinyal', 'full', 'tp', 'lemot', 'parah']"
sangat bagus dan mantap tapi buat main game codm tidak cocok,"['sangat', 'bagus', 'dan', 'mantap', 'tapi', 'buat', 'main', 'game', 'codm', 'tidak', 'cocok']"
semakin kesini smakin gila  unlimited yutub kok udah ga ada ya  abis paket ini buang nih xl ganti telkomsel aj lagi,"['semakin', 'kesini', 'smakin', 'gila', 'unlimited', 'yutub', 'kok', 'udah', 'ga', 'ada', 'ya', 'abis', 'paket', 'ini', 'buang', 'nih', 'xl', 'ganti', 'telkomsel', 'aj', 'lagi']"
gue kasih bintang agar jaringan gue gak hilang hilang mulu kalo masih hilang hilang gue kasih bintang,"['gue', 'kasih', 'bintang', 'agar', 'jaringan', 'gue', 'gak', 'hilang', 'hilang', 'mulu', 'kalo', 'masih', 'hilang', 'hilang', 'gue', 'kasih', 'bintang']"
jaringan sangat buruk  kuota dan pulsa bisa hilang begitu saja  komplain sana sini gk ada jawaban  ada gk sih yg bintang nya kurang dari ngasih bintang aja kaya susah banget  busuk bener xl,"['jaringan', 'sangat', 'buruk', 'kuota', 'dan', 'pulsa', 'bisa', 'hilang', 'begitu', 'saja', 'komplain', 'sana', 'sini', 'gk', 'ada', 'jawaban', 'ada', 'gk', 'sih', 'yg', 'bintang', 'nya', 'kurang', 'dari', 'ngasih', 'bintang', 'aja', 'kaya', 'susah', 'banget', 'busuk', 'bener', 'xl']"
xl sekarang sinyalnya buruk beli paket mahal mahal tapi dapat sinyal kualitas buruk apa lagi kalo udah mau menjelang malam,"['xl', 'sekarang', 'sinyalnya', 'buruk', 'beli', 'paket', 'mahal', 'mahal', 'tapi', 'dapat', 'sinyal', 'kualitas', 'buruk', 'apa', 'lagi', 'kalo', 'udah', 'mau', 'menjelang', 'malam']"
baru update apk my xl pas di buka ada fitur baru yang worth it  mantep deh ni apk  buat bug ga ketemu lagi sih moga xl bisa jadi lebih baik lagi,"['baru', 'update', 'apk', 'my', 'xl', 'pas', 'di', 'buka', 'ada', 'fitur', 'baru', 'yang', 'worth', 'it', 'mantep', 'deh', 'ni', 'apk', 'buat', 'bug', 'ga', 'ketemu', 'lagi', 'sih', 'moga', 'xl', 'bisa', 'jadi', 'lebih', 'baik', 'lagi']"
paket unlimited xl itamanya pasca bayar yang berbasis fup bisa dikatakan sebagai paket pemanis belaka  krn pd saat fup kecepatan  % turun kebijakan menahan kartu pasca bayar dan tidak dapat migrasi ke pra bayar merupakan kebijakan tidak pro pelanggan  sinyal sering kali down tiba tiba  pd saat komplen ngasih saran basa basi disuruh restart  matikan hp  dll  padahal yg bermasalah bts nya  ,"['paket', 'unlimited', 'xl', 'itamanya', 'pasca', 'bayar', 'yang', 'berbasis', 'fup', 'bisa', 'dikatakan', 'sebagai', 'paket', 'pemanis', 'belaka', 'krn', 'pd', 'saat', 'fup', 'kecepatan', '%', 'turun', 'kebijakan', 'menahan', 'kartu', 'pasca', 'bayar', 'dan', 'tidak', 'dapat', 'migrasi', 'ke', 'pra', 'bayar', 'merupakan', 'kebijakan', 'tidak', 'pro', 'pelanggan', 'sinyal', 'sering', 'kali', 'down', 'tiba', 'tiba', 'pd', 'saat', 'komplen', 'ngasih', 'saran', 'basa', 'basi', 'disuruh', 'restart', 'matikan', 'hp', 'dll', 'padahal', 'yg', 'bermasalah', 'bts', 'nya']"
xl semakin gak jelas  ngasih bonus juga gak jelas bonus belom dipake hilang  sinyal juga buruk  apa kah ada hek  kalo ada fitur xl keamanan nya di perbarui biar tidak merugikan pelangan xl,"['xl', 'semakin', 'gak', 'jelas', 'ngasih', 'bonus', 'juga', 'gak', 'jelas', 'bonus', 'belom', 'dipake', 'hilang', 'sinyal', 'juga', 'buruk', 'apa', 'kah', 'ada', 'hek', 'kalo', 'ada', 'fitur', 'xl', 'keamanan', 'nya', 'di', 'perbarui', 'biar', 'tidak', 'merugikan', 'pelangan', 'xl']"
walaupun sudah lte tetep aja lemot untuk wilayah kalimantan selatan tanah bumbu angsana gak stabil jauh dari harapan,"['walaupun', 'sudah', 'lte', 'tetep', 'aja', 'lemot', 'untuk', 'wilayah', 'kalimantan', 'selatan', 'tanah', 'bumbu', 'angsana', 'gak', 'stabil', 'jauh', 'dari', 'harapan']"
mantul sangat membantu dengan harga yg irit di kantong  ,"['mantul', 'sangat', 'membantu', 'dengan', 'harga', 'yg', 'irit', 'di', 'kantong']"
di sukahati citeureup bogor sinyalnya lemah tolong pelayanannya di tingkatkan,"['di', 'sukahati', 'citeureup', 'bogor', 'sinyalnya', 'lemah', 'tolong', 'pelayanannya', 'di', 'tingkatkan']"
saya sangat puas dengan pelayanan xl selain jaringan cepat dan tidak lelet kerjaan saya jadi lancar,"['saya', 'sangat', 'puas', 'dengan', 'pelayanan', 'xl', 'selain', 'jaringan', 'cepat', 'dan', 'tidak', 'lelet', 'kerjaan', 'saya', 'jadi', 'lancar']"
tolong donk jaringan xl didaerah kedung pengawas kab bekasi ditingkatkan lagi  masa tiap hujan dikit susah banget buat online  sebelum musim hujan sii ok jaringannya  klo udh ok ditambahin lagi bintangnya,"['tolong', 'donk', 'jaringan', 'xl', 'didaerah', 'kedung', 'pengawas', 'kab', 'bekasi', 'ditingkatkan', 'lagi', 'masa', 'tiap', 'hujan', 'dikit', 'susah', 'banget', 'buat', 'online', 'sebelum', 'musim', 'hujan', 'sii', 'ok', 'jaringannya', 'klo', 'udh', 'ok', 'ditambahin', 'lagi', 'bintangnya']"
