CaseFolding,Tokenizing
tolong kalau punya aplikasi yg bener dong perbaikan updatenya  masa buka my xl masukin akun baru selalu alesan  koneksi bermasalah  sekalinya nonton yt dll  lancar jaya  buat apa tiap minggu ada update kalau hasilnya kayak gitu geblekk,"['tolong', 'kalau', 'punya', 'aplikasi', 'yg', 'bener', 'dong', 'perbaikan', 'updatenya', 'masa', 'buka', 'my', 'xl', 'masukin', 'akun', 'baru', 'selalu', 'alesan', 'koneksi', 'bermasalah', 'sekalinya', 'nonton', 'yt', 'dll', 'lancar', 'jaya', 'buat', 'apa', 'tiap', 'minggu', 'ada', 'update', 'kalau', 'hasilnya', 'kayak', 'gitu', 'geblekk']"
woi provider sampah tolol  kuota masih kok internet nggak jalan asu  dipake main game kek siput jumping mulu  provider sampah asu kek gini bisa jadi provider terlaris ke lawak konyol,"['woi', 'provider', 'sampah', 'tolol', 'kuota', 'masih', 'kok', 'internet', 'nggak', 'jalan', 'asu', 'dipake', 'main', 'game', 'kek', 'siput', 'jumping', 'mulu', 'provider', 'sampah', 'asu', 'kek', 'gini', 'bisa', 'jadi', 'provider', 'terlaris', 'ke', 'lawak', 'konyol']"
permisi  kenapa sekarang jaringan sering eror  padahal sinyal penuh tapi pas buka game yang pake kuota tidak bisa muter  terus  tolong diperbaiki lagi masalahnya sebelum saya ganti kartu yang lebih baik terimakasih,"['permisi', 'kenapa', 'sekarang', 'jaringan', 'sering', 'eror', 'padahal', 'sinyal', 'penuh', 'tapi', 'pas', 'buka', 'game', 'yang', 'pake', 'kuota', 'tidak', 'bisa', 'muter', 'terus', 'tolong', 'diperbaiki', 'lagi', 'masalahnya', 'sebelum', 'saya', 'ganti', 'kartu', 'yang', 'lebih', 'baik', 'terimakasih']"
parah banget njirr xl  gw isi pulsa yang gk aktifin data pulsa gw ke ambil mana ke ambilnya lagi  tinggal sisa lagi  padahal gw mau beli paket game ml yang eh pas gw ngisi pulsa lagi yang malah paket game ml yang gb malah gk ada males banget gw terpaksa dah gw beli yang gb dan itupun cuma hari padahalkan dulu gb bulan  sumpah gw nyesel banget ama xl sekarang,"['parah', 'banget', 'njirr', 'xl', 'gw', 'isi', 'pulsa', 'yang', 'gk', 'aktifin', 'data', 'pulsa', 'gw', 'ke', 'ambil', 'mana', 'ke', 'ambilnya', 'lagi', 'tinggal', 'sisa', 'lagi', 'padahal', 'gw', 'mau', 'beli', 'paket', 'game', 'ml', 'yang', 'eh', 'pas', 'gw', 'ngisi', 'pulsa', 'lagi', 'yang', 'malah', 'paket', 'game', 'ml', 'yang', 'gb', 'malah', 'gk', 'ada', 'males', 'banget', 'gw', 'terpaksa', 'dah', 'gw', 'beli', 'yang', 'gb', 'dan', 'itupun', 'cuma', 'hari', 'padahalkan', 'dulu', 'gb', 'bulan', 'sumpah', 'gw', 'nyesel', 'banget', 'ama', 'xl', 'sekarang']"
saya beri bintang karena kenapa pulsa saya dikuras sama operator padahal saya tidak menggunakan kartu itu dan saat saya beli paket paketnya tidak masuk tapi pulsanya yg dikuras  saya mohon agar apk di peebaiki,"['saya', 'beri', 'bintang', 'karena', 'kenapa', 'pulsa', 'saya', 'dikuras', 'sama', 'operator', 'padahal', 'saya', 'tidak', 'menggunakan', 'kartu', 'itu', 'dan', 'saat', 'saya', 'beli', 'paket', 'paketnya', 'tidak', 'masuk', 'tapi', 'pulsanya', 'yg', 'dikuras', 'saya', 'mohon', 'agar', 'apk', 'di', 'peebaiki']"
saya kecewa kemarin saya top up paket data menggunakan voucher extra combo lita  padahal kemarin udah ada notif berhasil  eh sekarang malah hilang  akhirnya saya beli lagi,"['saya', 'kecewa', 'kemarin', 'saya', 'top', 'up', 'paket', 'data', 'menggunakan', 'voucher', 'extra', 'combo', 'lita', 'padahal', 'kemarin', 'udah', 'ada', 'notif', 'berhasil', 'eh', 'sekarang', 'malah', 'hilang', 'akhirnya', 'saya', 'beli', 'lagi']"
pkt xtra unlimited turbo premium rp rb anda sudah berakhir  cek pilihan paket menarik lainnya di aplikasi myxl  info padahal baru aja di isi lah kog malahan ada pesan gini,"['pkt', 'xtra', 'unlimited', 'turbo', 'premium', 'rp', 'rb', 'anda', 'sudah', 'berakhir', 'cek', 'pilihan', 'paket', 'menarik', 'lainnya', 'di', 'aplikasi', 'myxl', 'info', 'padahal', 'baru', 'aja', 'di', 'isi', 'lah', 'kog', 'malahan', 'ada', 'pesan', 'gini']"
penting untuk punya aplikasi operator untuk menunjang kemudahan pengecekan pulsa  kuota  masa aktif  promo dst  xl punya my xl untuk itu semua  satu hal yang mendasar bagi saya  myxl belum punya fitur pengunci pulsa seperti yang dimiliki myaxis yang notabene masih anak dari xl  pengunci pulsa penting bagi saya karena dapat menghindari pulsa kita berkurang otomatis tanpa kita minta karena termakan data internet  promo memakai pulsa dan hal lainnya  semoga myxl segera menyusul ini,"['penting', 'untuk', 'punya', 'aplikasi', 'operator', 'untuk', 'menunjang', 'kemudahan', 'pengecekan', 'pulsa', 'kuota', 'masa', 'aktif', 'promo', 'dst', 'xl', 'punya', 'my', 'xl', 'untuk', 'itu', 'semua', 'satu', 'hal', 'yang', 'mendasar', 'bagi', 'saya', 'myxl', 'belum', 'punya', 'fitur', 'pengunci', 'pulsa', 'seperti', 'yang', 'dimiliki', 'myaxis', 'yang', 'notabene', 'masih', 'anak', 'dari', 'xl', 'pengunci', 'pulsa', 'penting', 'bagi', 'saya', 'karena', 'dapat', 'menghindari', 'pulsa', 'kita', 'berkurang', 'otomatis', 'tanpa', 'kita', 'minta', 'karena', 'termakan', 'data', 'internet', 'promo', 'memakai', 'pulsa', 'dan', 'hal', 'lainnya', 'semoga', 'myxl', 'segera', 'menyusul', 'ini']"
setelah di update untuk masuk kembalinya susah terutama untuk anak kost yang tempat kost  lantai lantai dll kita di  lantai dasar  kehalang beton lantai langsung tidak ada signal sama sekali aduuh xl aku dibuat kapok langanan bulanan ,"['setelah', 'di', 'update', 'untuk', 'masuk', 'kembalinya', 'susah', 'terutama', 'untuk', 'anak', 'kost', 'yang', 'tempat', 'kost', 'lantai', 'lantai', 'dll', 'kita', 'di', 'lantai', 'dasar', 'kehalang', 'beton', 'lantai', 'langsung', 'tidak', 'ada', 'signal', 'sama', 'sekali', 'aduuh', 'xl', 'aku', 'dibuat', 'kapok', 'langanan', 'bulanan']"
sekarang ini jaringan xl luar biasa lelet banget beli paket  gb buka sw aja loadingnya lama banget  kaya pake gratisan tp kuota nya tetap boros hari habis tu  gb  kenapa ya,"['sekarang', 'ini', 'jaringan', 'xl', 'luar', 'biasa', 'lelet', 'banget', 'beli', 'paket', 'gb', 'buka', 'sw', 'aja', 'loadingnya', 'lama', 'banget', 'kaya', 'pake', 'gratisan', 'tp', 'kuota', 'nya', 'tetap', 'boros', 'hari', 'habis', 'tu', 'gb', 'kenapa', 'ya']"
hak pengguna hilang jaringan bapuk  salah siapa ini bukan cuma kota  hampir smua kota keluhannya sama  jangan yg pasca bayar aja donk  kalian tanpa kaum  pra bayar bisa apa,"['hak', 'pengguna', 'hilang', 'jaringan', 'bapuk', 'salah', 'siapa', 'ini', 'bukan', 'cuma', 'kota', 'hampir', 'smua', 'kota', 'keluhannya', 'sama', 'jangan', 'yg', 'pasca', 'bayar', 'aja', 'donk', 'kalian', 'tanpa', 'kaum', 'pra', 'bayar', 'bisa', 'apa']"
kenapa xl sekarang jaringannya lemot  ini saya kemaren pas thn baru udh hari gada sinyal  udh saya coba segala cara biar dapet sinyal tapi gada hasil  tolong ya xl,"['kenapa', 'xl', 'sekarang', 'jaringannya', 'lemot', 'ini', 'saya', 'kemaren', 'pas', 'thn', 'baru', 'udh', 'hari', 'gada', 'sinyal', 'udh', 'saya', 'coba', 'segala', 'cara', 'biar', 'dapet', 'sinyal', 'tapi', 'gada', 'hasil', 'tolong', 'ya', 'xl']"
myxl sekarang udah keren ada pengaturan dari pemotongan pulsa krn data dan sms berbayar  penggantian kartu hangus juga lewat app  walo blm coba sih tapi after all keren  ditunggu inovasi barunya lagi ya,"['myxl', 'sekarang', 'udah', 'keren', 'ada', 'pengaturan', 'dari', 'pemotongan', 'pulsa', 'krn', 'data', 'dan', 'sms', 'berbayar', 'penggantian', 'kartu', 'hangus', 'juga', 'lewat', 'app', 'walo', 'blm', 'coba', 'sih', 'tapi', 'after', 'all', 'keren', 'ditunggu', 'inovasi', 'barunya', 'lagi', 'ya']"
saya tambah bintang untuk saat ini pelayanan sinyal dan keamanan sudah cukup baik  tetapi bisa tidak ya kuota utama itu jangan ada kuota malamnya  sebab tidak terpakai kalau malam yang ada ngantuk,"['saya', 'tambah', 'bintang', 'untuk', 'saat', 'ini', 'pelayanan', 'sinyal', 'dan', 'keamanan', 'sudah', 'cukup', 'baik', 'tetapi', 'bisa', 'tidak', 'ya', 'kuota', 'utama', 'itu', 'jangan', 'ada', 'kuota', 'malamnya', 'sebab', 'tidak', 'terpakai', 'kalau', 'malam', 'yang', 'ada', 'ngantuk']"
makin gk jelas pembagian kuota nya gua padahal ada kuota unlimited akses youtube eh  malah ke sedot kuota utama gua pas lagi streaming youtube  trus fungsi kuota akses unlimited youtube nya apa kalo kuota utama nya juga ke sedot,"['makin', 'gk', 'jelas', 'pembagian', 'kuota', 'nya', 'gua', 'padahal', 'ada', 'kuota', 'unlimited', 'akses', 'youtube', 'eh', 'malah', 'ke', 'sedot', 'kuota', 'utama', 'gua', 'pas', 'lagi', 'streaming', 'youtube', 'trus', 'fungsi', 'kuota', 'akses', 'unlimited', 'youtube', 'nya', 'apa', 'kalo', 'kuota', 'utama', 'nya', 'juga', 'ke', 'sedot']"
jaringan ga stabil  tiap hari jumat sampai hari minggu jaringanya muncul cuman jam  terhambat semua pekerjaan  xl kalau mau bersaing dengan operator lain ya jaringan harus diperbaiki dulu  bukan fitur aplikasi my xl nya,"['jaringan', 'ga', 'stabil', 'tiap', 'hari', 'jumat', 'sampai', 'hari', 'minggu', 'jaringanya', 'muncul', 'cuman', 'jam', 'terhambat', 'semua', 'pekerjaan', 'xl', 'kalau', 'mau', 'bersaing', 'dengan', 'operator', 'lain', 'ya', 'jaringan', 'harus', 'diperbaiki', 'dulu', 'bukan', 'fitur', 'aplikasi', 'my', 'xl', 'nya']"
kesel bgt gw sama xl klo gw beli paketan yg semingguan  sinyal internet lancar  giliran gw beli yg  giga  sinyal kaya kentut mubaziir udah bikin laporan sampe ga ada perubahan klo ada bintang minus  bakal gw kasih tu bintang,"['kesel', 'bgt', 'gw', 'sama', 'xl', 'klo', 'gw', 'beli', 'paketan', 'yg', 'semingguan', 'sinyal', 'internet', 'lancar', 'giliran', 'gw', 'beli', 'yg', 'giga', 'sinyal', 'kaya', 'kentut', 'mubaziir', 'udah', 'bikin', 'laporan', 'sampe', 'ga', 'ada', 'perubahan', 'klo', 'ada', 'bintang', 'minus', 'bakal', 'gw', 'kasih', 'tu', 'bintang']"
gak berguna asal hujan jaringan untuk beberapa hari kedepan selalu terganggu jujur beda bener sama telkomsel telkomsel wlwpun cuaca hujan paling lama gangguan sinyal hanya beberapa jam paling lama jika xl sampai beberapa hari mau tf dan lainnya susah bener internet gak coba  lagi pakai xl menyesal saya pakai xl,"['gak', 'berguna', 'asal', 'hujan', 'jaringan', 'untuk', 'beberapa', 'hari', 'kedepan', 'selalu', 'terganggu', 'jujur', 'beda', 'bener', 'sama', 'telkomsel', 'telkomsel', 'wlwpun', 'cuaca', 'hujan', 'paling', 'lama', 'gangguan', 'sinyal', 'hanya', 'beberapa', 'jam', 'paling', 'lama', 'jika', 'xl', 'sampai', 'beberapa', 'hari', 'mau', 'tf', 'dan', 'lainnya', 'susah', 'bener', 'internet', 'gak', 'coba', 'lagi', 'pakai', 'xl', 'menyesal', 'saya', 'pakai', 'xl']"
mohon maaf sebelumny  ini saya beli voucher dan dpet bonus kuota  gb tiktok youtube atopun instagram  tetapi waktu saya pilih tiktok instagram  kenapa error mulu  sedangkan waktu milih yt malah lancar jaya  apakah ini teknik marketing,"['mohon', 'maaf', 'sebelumny', 'ini', 'saya', 'beli', 'voucher', 'dan', 'dpet', 'bonus', 'kuota', 'gb', 'tiktok', 'youtube', 'atopun', 'instagram', 'tetapi', 'waktu', 'saya', 'pilih', 'tiktok', 'instagram', 'kenapa', 'error', 'mulu', 'sedangkan', 'waktu', 'milih', 'yt', 'malah', 'lancar', 'jaya', 'apakah', 'ini', 'teknik', 'marketing']"
ini kenapa ya  pdhl baru diupdate tapi minggu kemudian minta diupdate lagi  kalo engga diupdate engg bisa dipakai apk nya  terimakasih by  kidor,"['ini', 'kenapa', 'ya', 'pdhl', 'baru', 'diupdate', 'tapi', 'minggu', 'kemudian', 'minta', 'diupdate', 'lagi', 'kalo', 'engga', 'diupdate', 'engg', 'bisa', 'dipakai', 'apk', 'nya', 'terimakasih', 'by', 'kidor']"
aplikasi terus update sinyal makin lemot saya pengguna xl dari tahun dan sejak xl lebih mementingkan update aplikasi dan paket data sedangkan jaringan bukan nya makin kenceng malah makin lemot bahkan sekarang jika di bandingkan dengan smarfren lebih kenceng smarfren di bandingkan xl yang paket kuota semakin mahal tapi sinyal semakin turun jujur saya kecewa saya jadi tindak nyaman main game menggunakan kartu xl jika terus seperti ini saya akan berhenti berlangganan,"['aplikasi', 'terus', 'update', 'sinyal', 'makin', 'lemot', 'saya', 'pengguna', 'xl', 'dari', 'tahun', 'dan', 'sejak', 'xl', 'lebih', 'mementingkan', 'update', 'aplikasi', 'dan', 'paket', 'data', 'sedangkan', 'jaringan', 'bukan', 'nya', 'makin', 'kenceng', 'malah', 'makin', 'lemot', 'bahkan', 'sekarang', 'jika', 'di', 'bandingkan', 'dengan', 'smarfren', 'lebih', 'kenceng', 'smarfren', 'di', 'bandingkan', 'xl', 'yang', 'paket', 'kuota', 'semakin', 'mahal', 'tapi', 'sinyal', 'semakin', 'turun', 'jujur', 'saya', 'kecewa', 'saya', 'jadi', 'tindak', 'nyaman', 'main', 'game', 'menggunakan', 'kartu', 'xl', 'jika', 'terus', 'seperti', 'ini', 'saya', 'akan', 'berhenti', 'berlangganan']"
paket yg ditawarkan banyak jebakannya  hati hati  kalau ada penawaran paket murah hati hati  cukup beli kali saja  soalnya terakumulasi maks  gb,"['paket', 'yg', 'ditawarkan', 'banyak', 'jebakannya', 'hati', 'hati', 'kalau', 'ada', 'penawaran', 'paket', 'murah', 'hati', 'hati', 'cukup', 'beli', 'kali', 'saja', 'soalnya', 'terakumulasi', 'maks', 'gb']"
ketika membeli paket yg sama utk memperpanjang kenapa sisa paket yg terdahulu dihabiskan dulu baru kuota yg baru ini aplikasi myxl yg agak error ato gmn ya ada yg bs bantu jelaskan,"['ketika', 'membeli', 'paket', 'yg', 'sama', 'utk', 'memperpanjang', 'kenapa', 'sisa', 'paket', 'yg', 'terdahulu', 'dihabiskan', 'dulu', 'baru', 'kuota', 'yg', 'baru', 'ini', 'aplikasi', 'myxl', 'yg', 'agak', 'error', 'ato', 'gmn', 'ya', 'ada', 'yg', 'bs', 'bantu', 'jelaskan']"
hallo kk saya telah melakukan isi ulang pulsa dan membeli paket  gb hari di aplksi ini kenapa kuota saya tidak dapat di gunakan,"['hallo', 'kk', 'saya', 'telah', 'melakukan', 'isi', 'ulang', 'pulsa', 'dan', 'membeli', 'paket', 'gb', 'hari', 'di', 'aplksi', 'ini', 'kenapa', 'kuota', 'saya', 'tidak', 'dapat', 'di', 'gunakan']"
ini xl lagi kenapa ya saya mau transfer pulsa paketan ke anak saya di jakarta malah eror terus padahal masa aktif masih lama mohon di perbaiki secepatnya,"['ini', 'xl', 'lagi', 'kenapa', 'ya', 'saya', 'mau', 'transfer', 'pulsa', 'paketan', 'ke', 'anak', 'saya', 'di', 'jakarta', 'malah', 'eror', 'terus', 'padahal', 'masa', 'aktif', 'masih', 'lama', 'mohon', 'di', 'perbaiki', 'secepatnya']"
pelayanan buruk  live chat juga tidak dapat memberikan solusi terkait masalah yang dihadapi oleh konsumen  saya tidak bisa mengaktivasi paket dan disuruh registrasi ulang  tetapi saya selalu gagal dalam melakukan registrasi ulang  memang operator sampah  lama lama pindah juga saya ke operator lain,"['pelayanan', 'buruk', 'live', 'chat', 'juga', 'tidak', 'dapat', 'memberikan', 'solusi', 'terkait', 'masalah', 'yang', 'dihadapi', 'oleh', 'konsumen', 'saya', 'tidak', 'bisa', 'mengaktivasi', 'paket', 'dan', 'disuruh', 'registrasi', 'ulang', 'tetapi', 'saya', 'selalu', 'gagal', 'dalam', 'melakukan', 'registrasi', 'ulang', 'memang', 'operator', 'sampah', 'lama', 'lama', 'pindah', 'juga', 'saya', 'ke', 'operator', 'lain']"
untuk aplikasi  sangat memuaskan karena sering memberi diskon kuota  sehingga pengeluaran jadi lebih hemat  untuk sinyal cukup tau aja kadang bikin emosi,"['untuk', 'aplikasi', 'sangat', 'memuaskan', 'karena', 'sering', 'memberi', 'diskon', 'kuota', 'sehingga', 'pengeluaran', 'jadi', 'lebih', 'hemat', 'untuk', 'sinyal', 'cukup', 'tau', 'aja', 'kadang', 'bikin', 'emosi']"
xl ayo lah sinyal ku ni knapa lagi cape lah aku nii tiap mau maen game lag mulu  kirim hp ku ternyata jaringanya  kirim game nya ternyata jaringannya  uda terus jadi doang keburu ganti kartu lain ni ya ku mohon plis ya ya beneran ni lah sumpah gk boong udah hnan aku pakek xl ni  dulu  gk gini ayo lah,"['xl', 'ayo', 'lah', 'sinyal', 'ku', 'ni', 'knapa', 'lagi', 'cape', 'lah', 'aku', 'nii', 'tiap', 'mau', 'maen', 'game', 'lag', 'mulu', 'kirim', 'hp', 'ku', 'ternyata', 'jaringanya', 'kirim', 'game', 'nya', 'ternyata', 'jaringannya', 'uda', 'terus', 'jadi', 'doang', 'keburu', 'ganti', 'kartu', 'lain', 'ni', 'ya', 'ku', 'mohon', 'plis', 'ya', 'ya', 'beneran', 'ni', 'lah', 'sumpah', 'gk', 'boong', 'udah', 'hnan', 'aku', 'pakek', 'xl', 'ni', 'dulu', 'gk', 'gini', 'ayo', 'lah']"
uh halo kak saya ingin mempertanyakan sesuatu saya memiliki utang dan saya membeli pulsa tetapi pulsa saya tidak terpotong biasa nya terpotong karena tagihan pulsa ini tidak apakah ada kesalahan  saya cek penggunaan pinjaman pulsa masih ada tagihan nya,"['uh', 'halo', 'kak', 'saya', 'ingin', 'mempertanyakan', 'sesuatu', 'saya', 'memiliki', 'utang', 'dan', 'saya', 'membeli', 'pulsa', 'tetapi', 'pulsa', 'saya', 'tidak', 'terpotong', 'biasa', 'nya', 'terpotong', 'karena', 'tagihan', 'pulsa', 'ini', 'tidak', 'apakah', 'ada', 'kesalahan', 'saya', 'cek', 'penggunaan', 'pinjaman', 'pulsa', 'masih', 'ada', 'tagihan', 'nya']"
apk keluar sendiri mulu ga ada respawn mulu kaga jelas mau beli paket lewat apk malah gabisa no respawn terus ujung ujung nya nyedot pulsa paket kaga ke beli pulsa abis,"['apk', 'keluar', 'sendiri', 'mulu', 'ga', 'ada', 'respawn', 'mulu', 'kaga', 'jelas', 'mau', 'beli', 'paket', 'lewat', 'apk', 'malah', 'gabisa', 'no', 'respawn', 'terus', 'ujung', 'ujung', 'nya', 'nyedot', 'pulsa', 'paket', 'kaga', 'ke', 'beli', 'pulsa', 'abis']"
xl makin lama bukan nya makin bagus malah makin buruk  gk sesuai sama selogannya tolong lah dengar kami sebagai pemakai xl masa kalah saing sama tsel ini klo bkn karna di kantor cuma bisa jaringan xl udh saya buang ni kartu xl,"['xl', 'makin', 'lama', 'bukan', 'nya', 'makin', 'bagus', 'malah', 'makin', 'buruk', 'gk', 'sesuai', 'sama', 'selogannya', 'tolong', 'lah', 'dengar', 'kami', 'sebagai', 'pemakai', 'xl', 'masa', 'kalah', 'saing', 'sama', 'tsel', 'ini', 'klo', 'bkn', 'karna', 'di', 'kantor', 'cuma', 'bisa', 'jaringan', 'xl', 'udh', 'saya', 'buang', 'ni', 'kartu', 'xl']"
live chat kaga guna  kaya ngomong sama robot isi paketan dari siang blm juga masuk pelayanan buruk  signal juga parah kecewa,"['live', 'chat', 'kaga', 'guna', 'kaya', 'ngomong', 'sama', 'robot', 'isi', 'paketan', 'dari', 'siang', 'blm', 'juga', 'masuk', 'pelayanan', 'buruk', 'signal', 'juga', 'parah', 'kecewa']"
lu kalau gk niat ngasih discon mending gk usah deh gw cek ada discon gb rb trus gw isi pulsa buat maketin dah gw paketin malah dapet sms  pelanggan setia xl terjadi kesalahan saat aktivasi  trus gw cek lagi tau tau promo nya dah ilang jadi normal rebu parah parah tau gini gw gk bakal ngisi pulsa,"['lu', 'kalau', 'gk', 'niat', 'ngasih', 'discon', 'mending', 'gk', 'usah', 'deh', 'gw', 'cek', 'ada', 'discon', 'gb', 'rb', 'trus', 'gw', 'isi', 'pulsa', 'buat', 'maketin', 'dah', 'gw', 'paketin', 'malah', 'dapet', 'sms', 'pelanggan', 'setia', 'xl', 'terjadi', 'kesalahan', 'saat', 'aktivasi', 'trus', 'gw', 'cek', 'lagi', 'tau', 'tau', 'promo', 'nya', 'dah', 'ilang', 'jadi', 'normal', 'rebu', 'parah', 'parah', 'tau', 'gini', 'gw', 'gk', 'bakal', 'ngisi', 'pulsa']"
kartu bisa tiba tiba blank sinyalnya  gimana ceritanya  lagi di pakai tiba tiba hilang ga tau kenapa  masa aktif masih panjang  paketan baru kepakai am hari  malah blank sinyalnya  sangat sangat tidak rekomendasi  ya buat main game jangan harap lancar  ya,"['kartu', 'bisa', 'tiba', 'tiba', 'blank', 'sinyalnya', 'gimana', 'ceritanya', 'lagi', 'di', 'pakai', 'tiba', 'tiba', 'hilang', 'ga', 'tau', 'kenapa', 'masa', 'aktif', 'masih', 'panjang', 'paketan', 'baru', 'kepakai', 'am', 'hari', 'malah', 'blank', 'sinyalnya', 'sangat', 'sangat', 'tidak', 'rekomendasi', 'ya', 'buat', 'main', 'game', 'jangan', 'harap', 'lancar', 'ya']"
kenapa saya tidak bs membeli kuota unlimited extra combo vip plus setiap klik beli paket tulisanya selalu tidak ada pilihan paket untuk anda  saya coba update aplikasinya jg ttep sama  gmn solusinya,"['kenapa', 'saya', 'tidak', 'bs', 'membeli', 'kuota', 'unlimited', 'extra', 'combo', 'vip', 'plus', 'setiap', 'klik', 'beli', 'paket', 'tulisanya', 'selalu', 'tidak', 'ada', 'pilihan', 'paket', 'untuk', 'anda', 'saya', 'coba', 'update', 'aplikasinya', 'jg', 'ttep', 'sama', 'gmn', 'solusinya']"
parah makin parah sekarang jaringan hilang hilang terus sering dapet sinyal saya lagi butuh banget jaringan buat komunikasi ehh malah sinyal jelek terus kecewa sangat kecewa pihak xl hanya bisa minta maaf wkwkwkwk kata maaf tidak bisa menyelesaikan masalah boss mending pindah ke tsel dah kalo kyak gini terus,"['parah', 'makin', 'parah', 'sekarang', 'jaringan', 'hilang', 'hilang', 'terus', 'sering', 'dapet', 'sinyal', 'saya', 'lagi', 'butuh', 'banget', 'jaringan', 'buat', 'komunikasi', 'ehh', 'malah', 'sinyal', 'jelek', 'terus', 'kecewa', 'sangat', 'kecewa', 'pihak', 'xl', 'hanya', 'bisa', 'minta', 'maaf', 'wkwkwkwk', 'kata', 'maaf', 'tidak', 'bisa', 'menyelesaikan', 'masalah', 'boss', 'mending', 'pindah', 'ke', 'tsel', 'dah', 'kalo', 'kyak', 'gini', 'terus']"
ga lagi  dah langganan paket promonya dari aplikasi  harga seh murah tapi jaringan parah banget  paket yang normal pun jaringan ga se kenceng provider tiga  fix cukup buat telpon saja,"['ga', 'lagi', 'dah', 'langganan', 'paket', 'promonya', 'dari', 'aplikasi', 'harga', 'seh', 'murah', 'tapi', 'jaringan', 'parah', 'banget', 'paket', 'yang', 'normal', 'pun', 'jaringan', 'ga', 'se', 'kenceng', 'provider', 'tiga', 'fix', 'cukup', 'buat', 'telpon', 'saja']"
maaf mau tanya saya buka myxl mau ambil kuota unlimited gratis tapi pas di buka aplikasinya tiba tiba muncul myxl tidak menanggapi  kalau kendala kaya gitu gimana  mohon bantuan nya saya mau ambil kuota unlimited gratis terima kasih,"['maaf', 'mau', 'tanya', 'saya', 'buka', 'myxl', 'mau', 'ambil', 'kuota', 'unlimited', 'gratis', 'tapi', 'pas', 'di', 'buka', 'aplikasinya', 'tiba', 'tiba', 'muncul', 'myxl', 'tidak', 'menanggapi', 'kalau', 'kendala', 'kaya', 'gitu', 'gimana', 'mohon', 'bantuan', 'nya', 'saya', 'mau', 'ambil', 'kuota', 'unlimited', 'gratis', 'terima', 'kasih']"
makin parah aja jaringan nya cape protes mulu  udah sering bgt tlpn  kalau udah bener  gak lama gtu lagi gtu lagi  tlpn lagi  tlpn lagi  skrg udah malas mau protes tlpn juga  makin kacau bgt  buka aplikasi lain langsung bahkan langsung silang kadang  pas out dari aplikasi eh nongol lagi  mau nya apa coba  emang ngisi data buat apa kalau bukan buat di pakai,"['makin', 'parah', 'aja', 'jaringan', 'nya', 'cape', 'protes', 'mulu', 'udah', 'sering', 'bgt', 'tlpn', 'kalau', 'udah', 'bener', 'gak', 'lama', 'gtu', 'lagi', 'gtu', 'lagi', 'tlpn', 'lagi', 'tlpn', 'lagi', 'skrg', 'udah', 'malas', 'mau', 'protes', 'tlpn', 'juga', 'makin', 'kacau', 'bgt', 'buka', 'aplikasi', 'lain', 'langsung', 'bahkan', 'langsung', 'silang', 'kadang', 'pas', 'out', 'dari', 'aplikasi', 'eh', 'nongol', 'lagi', 'mau', 'nya', 'apa', 'coba', 'emang', 'ngisi', 'data', 'buat', 'apa', 'kalau', 'bukan', 'buat', 'di', 'pakai']"
myxl makin ga jelas udah berapa kali beli paket internet selalu tidak bisa di pakai tidak bisa digunakan  ahirnya uang saya abis cuma buat beli paket internet terus an  dan semalem sampe pagi ini  saya mau beli paket internet vip tidak bisa terus  udah sinyalnya parah ngeleg banget tolong diperbaiki dong sinyal sama jaringan nya  saya pelanggan setia myxl masa kaya gini sih ga ada kemajuanya,"['myxl', 'makin', 'ga', 'jelas', 'udah', 'berapa', 'kali', 'beli', 'paket', 'internet', 'selalu', 'tidak', 'bisa', 'di', 'pakai', 'tidak', 'bisa', 'digunakan', 'ahirnya', 'uang', 'saya', 'abis', 'cuma', 'buat', 'beli', 'paket', 'internet', 'terus', 'an', 'dan', 'semalem', 'sampe', 'pagi', 'ini', 'saya', 'mau', 'beli', 'paket', 'internet', 'vip', 'tidak', 'bisa', 'terus', 'udah', 'sinyalnya', 'parah', 'ngeleg', 'banget', 'tolong', 'diperbaiki', 'dong', 'sinyal', 'sama', 'jaringan', 'nya', 'saya', 'pelanggan', 'setia', 'myxl', 'masa', 'kaya', 'gini', 'sih', 'ga', 'ada', 'kemajuanya']"
ada penarikan pulsa tanpa adanya persetujuan dari konsumen yg seharusnya tidak terjadi karna akan merusak citra proveder xl sendiri semisal sms dari nomor dll terus adanya paket tlp harian yg tanpa adanya persetujuan dari konsumen ini uda sebagian bentuk dari kecurangan kita stop ya gak bisa karna paket harian pada akhirnya konsumen gak lagi stok pulsa di sim card,"['ada', 'penarikan', 'pulsa', 'tanpa', 'adanya', 'persetujuan', 'dari', 'konsumen', 'yg', 'seharusnya', 'tidak', 'terjadi', 'karna', 'akan', 'merusak', 'citra', 'proveder', 'xl', 'sendiri', 'semisal', 'sms', 'dari', 'nomor', 'dll', 'terus', 'adanya', 'paket', 'tlp', 'harian', 'yg', 'tanpa', 'adanya', 'persetujuan', 'dari', 'konsumen', 'ini', 'uda', 'sebagian', 'bentuk', 'dari', 'kecurangan', 'kita', 'stop', 'ya', 'gak', 'bisa', 'karna', 'paket', 'harian', 'pada', 'akhirnya', 'konsumen', 'gak', 'lagi', 'stok', 'pulsa', 'di', 'sim', 'card']"
