Ulasan,Term,TF,IDF,TF-IDF
 ulasan14,kartu,2,3.264363880173848,0.21957445215402466
 ulasan14,kasih,1,2.71579792842501,0.09133783245132568
 ulasan14,kontrol,1,5.711530201979001,0.19209042880873867
 ulasan14,laman,1,7.215607598755275,0.2426756243502378
 ulasan14,lelet,1,3.1129642337184795,0.10469534667155521
 ulasan14,masyarakat,1,6.810142490647111,0.22903900443768058
 ulasan14,menggulangi,1,7.215607598755275,0.2426756243502378
 ulasan14,perangkat,2,6.810142490647111,0.45807800887536115
 ulasan14,pilih,1,4.443018876515493,0.14942780148469909
 ulasan14,pindah,1,4.195182712610913,0.14109256498673778
 ulasan14,pintar,1,6.52246041819533,0.21936366863385312
 ulasan14,potong,1,3.9769291465908947,0.13375225169008478
 ulasan14,pulsa,2,2.7213689734744655,0.18305039615491434
 ulasan14,rusak,1,5.343805421853684,0.17972309322616636
 ulasan14,sekian,1,4.96431580014878,0.16696008198681356
 ulasan14,simpan,1,7.215607598755275,0.2426756243502378
 ulasan14,terima,1,2.9599948889370524,0.09955067510464749
 ulasan14,tidak,2,2.039457866181446,0.1371822689185491
 ulasan14,xl,1,1.5808179955860258,0.053166138653258734
 ulasan15,baik,1,2.475032775760981,0.1579057504767944
 ulasan15,harga,1,3.765620052923688,0.24024451970522273
 ulasan15,hilang,2,3.2082744135228043,0.4093723396022936
 ulasan15,jangkau,1,5.018383021419056,0.3201701185284448
 ulasan15,jaring,1,2.3596786944200008,0.1505462225694889
 ulasan15,kecewa,1,3.2547944291576973,0.2076541216007998
 ulasan15,kualitas,1,4.245193133185574,0.27084102246221664
 ulasan15,kuota,1,2.355795194393603,0.15029845737132647
 ulasan15,lelet,1,3.1129642337184795,0.19860543195497712
 ulasan15,oke,1,6.116995310087166,0.3902609874753535
