Formalisasi,Stopword Removal
"['stabil', 'sih', 'main', 'game', 'lancar', 'gak', 'ke', 'telkomsel', 'telkomsel', 'lemas', 'sudah', 'lemas', 'di', 'pakai', 'main', 'game', 'lag', 'parah', 'padahal', 'pakai', 'kuota', 'reguler', 'sinyal', 'nya', 'tapi', 'lemas', 'nyaa', 'bikin', 'naik', 'darah', 'untung', 'ada', 'xl', 'sudah', 'lama', 'pakai', 'telkomsel', 'lama', 'lama', 'muak', 'juga', 'jaringan', 'tsel', 'auto', 'pindah', 'xl', 'terima', 'kasih', 'xl']","['stabil', 'sih', 'main', 'game', 'lancar', 'gak', 'telkomsel', 'telkomsel', 'lemas', 'lemas', 'pakai', 'main', 'game', 'lag', 'parah', 'pakai', 'kuota', 'reguler', 'sinyal', 'nya', 'lemas', 'nyaa', 'bikin', 'darah', 'untung', 'xl', 'pakai', 'telkomsel', 'muak', 'jaringan', 'tsel', 'auto', 'pindah', 'xl', 'terima', 'kasih', 'xl']"
"['ok', 'ch', 'tapi', 'kalau', 'mau', 'bintang', 'perbaiki', 'sinyalnya', 'karena', 'kami', 'sangat', 'kecewa', 'karena', 'sinyal', 'di', 'daerah', 'saya', 'hilang', 'terus', 'apalagi', 'bila', 'sudah', 'jam', 'sore', 'keatas', 'aduh', 'parah']","['ok', 'ch', 'bintang', 'perbaiki', 'sinyalnya', 'kecewa', 'sinyal', 'daerah', 'hilang', 'jam', 'sore', 'keatas', 'aduh', 'parah']"
"['saya', 'baru', 'menggunakan', 'aplikasi', 'ini', 'saya', 'berharap', 'di', 'jaringan', 'tempat', 'saya', 'bisa', 'penuh']","['aplikasi', 'berharap', 'jaringan', 'penuh']"
"['menggunakan', 'layanan', 'xl', 'semakin', 'mudah', 'dengan', 'menggunakan', 'aplikasi', 'ini', 'terutama', 'dengan', 'beberapa', 'promo', 'dan', 'potongan', 'harga', 'yang', 'tidak', 'bisa', 'dilakukan', 'dengan', 'sebatas', '*', 'akan', 'tetapi', 'untuk', 'seluler', 'spesifikasi', 'rendah', 'seperti', 'seluler', 'saya', 'sering', 'terjadi', 'paksa', 'tutup', 'sehingga', 'myxl', 'harus', 'dibuka', 'berulang', 'ulang']","['layanan', 'xl', 'mudah', 'aplikasi', 'promo', 'potongan', 'harga', 'tidak', 'sebatas', '*', 'seluler', 'spesifikasi', 'rendah', 'seluler', 'paksa', 'tutup', 'myxl', 'dibuka', 'berulang', 'ulang']"
"['terima kasih', 'pelayanan', 'nya', 'bagus', 'hanya', 'saja', 'jaringan', 'nya', 'di', 'kota', 'saya', 'gorontalo', 'masih', 'kurang', 'memadai', 'jaringan', 'sering', 'bawah', 'ke', 'dan', 'tiap', 'sekali', 'seminggu', 'pasti', 'hilang', 'jaringannya', 'mohon', 'diperbaiki', 'lagi', 'kualitasnya', 'selebihnya', 'sudah', 'bagus', 'kok']","['terima kasih', 'pelayanan', 'nya', 'bagus', 'jaringan', 'nya', 'kota', 'gorontalo', 'memadai', 'jaringan', 'seminggu', 'hilang', 'jaringannya', 'mohon', 'diperbaiki', 'kualitasnya', 'selebihnya', 'bagus']"
"['aplikasi', 'rusak', 'kalau', 'masak', 'setiap', 'saya', 'mau', 'beli', 'paket', 'selalu', 'ada', 'tulisan', 'aplikasi', 'tidak', 'tanggap', 'sesal', 'saya', 'beli', 'xl', 'kalau', 'begini', 'terus']","['aplikasi', 'rusak', 'masak', 'beli', 'paket', 'tulisan', 'aplikasi', 'tidak', 'tanggap', 'sesal', 'beli', 'xl']"
"['katanya', 'paska', 'bayar', 'sudah', 'gitu', 'ada', 'uang', 'deposit', '&', 'batas', 'limit', 'pemakaian', 'tapi', 'ada', 'promo', 'paket', 'internet', 'tetep', 'saja', 'harus', 'bayar', 'dulu', 'kaya', 'pra', 'bayar', 'saja']","['paska', 'bayar', 'gitu', 'uang', 'deposit', '&', 'batas', 'limit', 'pemakaian', 'promo', 'paket', 'internet', 'tetep', 'bayar', 'kaya', 'pra', 'bayar']"
"['bintang', 'dulu', 'sebab', 'baru', 'pakai', 'xl', 'semoga', 'xl', 'lebih', 'baik', 'dari', 'yang', 'lain']","['bintang', 'pakai', 'xl', 'semoga', 'xl']"
"['mantap', 'ga', 'repot', 'kalau', 'pakai', 'aplikasinya', 'tinggal', 'pilih', 'pilih', 'terus', 'pencet', 'beli']","['mantap', 'ga', 'repot', 'pakai', 'aplikasinya', 'tinggal', 'pilih', 'pilih', 'pencet', 'beli']"
"['sekarang', 'semakin', 'maju', 'sinyalnya', 'sekarang', 'sudah', 'gak', 'lelet', 'lagi', 'buat', 'main', 'game', 'online', 'terima kasih', 'xl', 'sudah', 'membuat', 'saya', 'puas', 'pakai']","['maju', 'sinyalnya', 'gak', 'lelet', 'main', 'game', 'online', 'terima kasih', 'xl', 'puas', 'pakai']"
"['di', 'unduh', 'terlalu', 'terlalu', 'rak', 'keno', 'di', 'buka', 'padahal', 'wes', 'tidak', 'daftar', 'habis', 'habis', 'ke', 'paketan', 'otk', 'anjing', 'ok', 'unduh', 'te', 'lama', 'kamu', 'nniywhjsjnjdujnhdugsgjijxhghgbd', 'ke', 'yang', 'unik', 'dan', 'menarik', 'setiap', 'saat', 'dan', 'kemudian', 'aku', 'pak', 'bawa', 'mobil', 'reply', 'di', 'bawa', 'ibu', 'ku', 'beli', 'di', 'lokasimu', 'tersedia', 'banyak', 'iklan', 'telepon', 'ke', 'facebook', 'ke', 'facebook', 'hari', 'ini', 'jon', 'bon', 'jovi', 'selalu', 'be', 'my', 'bayi', 'ku', 'beli']","['unduh', 'rak', 'keno', 'buka', 'wes', 'tidak', 'daftar', 'habis', 'habis', 'paketan', 'otk', 'anjing', 'ok', 'unduh', 'te', 'nniywhjsjnjdujnhdugsgjijxhghgbd', 'unik', 'menarik', 'bawa', 'mobil', 'reply', 'bawa', 'ku', 'beli', 'lokasimu', 'tersedia', 'iklan', 'telepon', 'facebook', 'facebook', 'jon', 'bon', 'jovi', 'be', 'my', 'bayi', 'ku', 'beli']"
"['sementara', 'saya', 'kasih', 'bintang', 'karena', 'dilokasi', 'tempat', 'tinggal', 'saya', 'jaringan', 'nya', 'masih', 'belum', 'optimal', 'tapi', 'jika', 'saya', 'berada', 'diluar', 'rumah', 'jaringan', 'nya', 'ok', 'punya']","['kasih', 'bintang', 'dilokasi', 'tinggal', 'jaringan', 'nya', 'optimal', 'diluar', 'rumah', 'jaringan', 'nya', 'ok']"
"['saya', 'merasa', 'teramat', 'sangat', 'kecewa', 'dengan', 'xl', 'sudah', 'beberapa', 'kali', 'pulsa', 'saya', 'tersedot', 'dan', 'jumlahnya', 'juga', 'tidak', 'sedikit', 'pada', 'saat', 'itu', 'saya', 'baru', 'saja', 'membeli', 'pulsa', 'dan', 'mendapatkan', 'bonus', 'kuota', 'saya', 'sengaja', 'tidak', 'paket', 'pulsa', 'saya', 'dikarenakan', 'sudah', 'ada', 'kuota', 'dari', 'bonus', 'isi', 'pulsa', 'namun', 'tiba', 'pulsa', 'saya', 'tersedot', 'sangat', 'banyak', 'padahal', 'saya', 'sudah', 'mengaktifkan', 'fitur', 'pulsa', 'aman', 'saya', 'pernah', 'membeli', 'paket', 'kuota', 'xtra', 'kombo', 'plus', 'gb', 'pulsa', 'saya', 'sudah', 'terpotong', 'namun', 'yang', 'masuk', 'bahkan', 'yang', 'gb', 'sangat', 'merugikan']","['teramat', 'kecewa', 'xl', 'kali', 'pulsa', 'tersedot', 'tidak', 'membeli', 'pulsa', 'bonus', 'kuota', 'sengaja', 'tidak', 'paket', 'pulsa', 'kuota', 'bonus', 'isi', 'pulsa', 'pulsa', 'tersedot', 'mengaktifkan', 'fitur', 'pulsa', 'aman', 'membeli', 'paket', 'kuota', 'xtra', 'kombo', 'plus', 'pulsa', 'terpotong', 'masuk', 'merugikan']"
"['bagaimana', 'sih', 'niat', 'jualan', 'gak', 'di', 'aplikasi', 'gak', 'ada', 'penawaran', 'paket', 'kuota', 'sama', 'sekali', 'gak', 'guna', 'banget', 'punya', 'aplikasi', 'xl', 'gunanya', 'aplikasi', 'xl', 'itu', 'kan', 'buat', 'beli', 'kuota', 'lah', 'ini', 'gak', 'ada', 'menu', 'nya', 'sama', 'sekali', 'aneh']","['sih', 'niat', 'jualan', 'gak', 'aplikasi', 'gak', 'penawaran', 'paket', 'kuota', 'gak', 'banget', 'aplikasi', 'xl', 'gunanya', 'aplikasi', 'xl', 'beli', 'kuota', 'gak', 'menu', 'nya', 'aneh']"
"['aplikasi', 'error', 'terus', 'gak', 'bisa', 'di', 'buka', 'aplikasinya', 'baru', 'di', 'buka', 'detik', 'sudah', 'keluar', 'sendiri', 'begitu', 'seterusnya', 'suruh', 'coba', 'telepon', 'ke', 'xl', 'di', 'suruh', 'menunggu', 'sedang', 'di', 'perbaiki', 'tapi', 'kenyataannya', 'makin', 'kesini', 'makin', 'gak', 'jelas', 'aplikasinya']","['aplikasi', 'error', 'gak', 'buka', 'aplikasinya', 'buka', 'detik', 'suruh', 'coba', 'telepon', 'xl', 'suruh', 'menunggu', 'perbaiki', 'kenyataannya', 'kesini', 'gak', 'aplikasinya']"
"['jelek', 'banget', 'ga', 'biasanya', 'kaya', 'gini', 'mengisi', 'kuota', 'jelas', 'jelas', 'pembayaran', 'berhasil', 'tapi', 'ga', 'masuk', 'kuota', 'mana', 'konsumen', 'service', 'nya', 'lelet', 'banget', 'ga', 'di', 'respon', 'respon', 'nunggu', 'antri', 'dulu', 'itupun', 'sudah', 'sejam', 'ga', 'ada', 'respon', 'memangnya', 'perusahaan', 'gede', 'ga', 'punya', 'agen', 'cs', 'banyak']","['jelek', 'banget', 'ga', 'kaya', 'gini', 'mengisi', 'kuota', 'pembayaran', 'berhasil', 'ga', 'masuk', 'kuota', 'konsumen', 'service', 'nya', 'lelet', 'banget', 'ga', 'respon', 'respon', 'nunggu', 'antri', 'itupun', 'sejam', 'ga', 'respon', 'memangnya', 'perusahaan', 'gede', 'ga', 'agen', 'cs']"
"['untuk', 'aplikasi', 'jujur', 'sangat', 'bagus', 'tapi', 'tolong', 'di', 'perbaiki', 'masalah', 'jaringan', 'internet', 'nya', 'sering', 'sekali', 'terjadi', 'gangguan', 'tiba', 'tiba', 'sinyal', 'menghilang', 'dan', 'darurat', 'kecepatan', 'jaringan', 'internet', 'diperbaiki', 'saya', 'pengguna', 'setia', 'xl', 'sangat', 'kecewa', 'terima kasih', 'sangat', 'dengan', 'tolong', 'lah', 'diperbaiki', 'jaringan', 'internet']","['aplikasi', 'jujur', 'bagus', 'tolong', 'perbaiki', 'jaringan', 'internet', 'nya', 'gangguan', 'sinyal', 'menghilang', 'darurat', 'kecepatan', 'jaringan', 'internet', 'diperbaiki', 'pengguna', 'setia', 'xl', 'kecewa', 'terima kasih', 'tolong', 'diperbaiki', 'jaringan', 'internet']"
"['selamat', 'malam', 'kak', 'maaf', 'ini', 'mau', 'tanya', 'saya', 'beli', 'paketan', 'yang', 'kok', 'masuk', 'nya', 'yang', 'itu', 'kenapa', 'iya', 'mohon', 'bantuannya', 'kak', 'saya', 'sudah', 'kejadian', 'kedua', 'kalinya', 'seperti', 'ini', 'kak']","['selamat', 'malam', 'kak', 'maaf', 'beli', 'paketan', 'masuk', 'nya', 'iya', 'mohon', 'bantuannya', 'kak', 'kejadian', 'kalinya', 'kak']"
"['coba', 'dilihat', 'lagi', 'betul', 'untuk', 'iklan', 'promo', 'yang', 'tidak', 'sesuai', 'dg', 'kenyataan', 'jangan', 'ditampilkan', 'di', 'aplikasinya', 'lagi', 'sebelum', 'isi', 'pulsa', 'murah', 'giliran', 'udh', 'isi', 'pulsa', 'pilihan', 'paket', 'berubah']","['coba', 'iklan', 'promo', 'tidak', 'sesuai', 'kenyataan', 'jangan', 'ditampilkan', 'aplikasinya', 'isi', 'pulsa', 'murah', 'giliran', 'udh', 'isi', 'pulsa', 'pilihan', 'paket', 'berubah']"
"['ini', 'bagaimana', 'si', 'xl', 'mengaku', 'doang', 'prioritas', 'udh', 'tahu', 'lagi', 'penting', 'sinyal', 'jelek', 'lelet', 'bikin', 'sensi', 'bahkan', 'ga', 'ada', 'sinyal', 'masa', 'kalah', 'sama', 'im', 'dan', 'telkomsel']","['si', 'xl', 'mengaku', 'doang', 'prioritas', 'udh', 'sinyal', 'jelek', 'lelet', 'bikin', 'sensi', 'ga', 'sinyal', 'kalah', 'im', 'telkomsel']"
"['paketan', 'masih', 'gb', 'masa', 'aktif', 'masih', 'lama', 'kok', 'ga', 'bisa', 'digunakan', 'tanggal', 'kemarin', 'saya', 'beli', 'katanya', 'sebulan', 'kok', 'ga', 'sampai', 'sebulan']","['paketan', 'aktif', 'ga', 'tanggal', 'kemarin', 'beli', 'sebulan', 'ga', 'sebulan']"
"['sengaja', 'saya', 'kasih', 'bintang', 'lima', 'biar', 'di', 'baca', 'kenapa', 'sinyal', 'xl', 'sekarang', 'internet', 'nya', 'lambat', 'banget', 'dan', 'sering', 'sekali', 'gangguan', 'di', 'tempat', 'saya', 'saya', 'posisi', 'di', 'labangka', 'sangat', 'jelek', 'sekali', 'sinyal', 'nya', 'mohon', 'pihak', 'xl', 'di', 'perbaiki', 'lagi', 'kualitas', 'nya', 'biar', 'gak', 'kabur', 'konsumen', 'nya']","['sengaja', 'kasih', 'bintang', 'biar', 'baca', 'sinyal', 'xl', 'internet', 'nya', 'lambat', 'banget', 'gangguan', 'posisi', 'labangka', 'jelek', 'sinyal', 'nya', 'mohon', 'xl', 'perbaiki', 'kualitas', 'nya', 'biar', 'gak', 'kabur', 'konsumen', 'nya']"
"['mau', 'login', 'saja', 'gk', 'bisa', 'kendala', 'melulu', 'sinyal', 'di', 'seluler', 'bahkan', 'hilang', 'sama', 'sekali', 'ada', 'tanda', 'silang', 'nya', 'udh', 'dibayar', 'pasca', 'bayar', 'nya', 'mau', 'login', 'aplikasi', 'yang', 'ini', 'bahkan', 'kendala', 'terus', 'padahal', 'yang', 'aplikasi', 'lama', 'yang', 'surat', 'bayar', 'bisa', 'masuk', 'aneh']","['login', 'gk', 'kendala', 'melulu', 'sinyal', 'seluler', 'hilang', 'tanda', 'silang', 'nya', 'udh', 'dibayar', 'pasca', 'bayar', 'nya', 'login', 'aplikasi', 'kendala', 'aplikasi', 'surat', 'bayar', 'masuk', 'aneh']"
"['mau', 'bertanya', 'kenapa', 'xl', 'di', 'kalimantan', 'lelet', 'banget', 'yak', 'kenapa', 'gitu', 'saja', 'kemarin', 'lancar', 'saja', 'ini', 'lelet', 'minta', 'ampun', 'banting', 'seluler', 'saya']","['xl', 'kalimantan', 'lelet', 'banget', 'yak', 'gitu', 'kemarin', 'lancar', 'lelet', 'ampun', 'banting', 'seluler']"
"['xl', 'pelit', 'banget', 'kasih', 'kuota', 'unlimited', 'sebagai', 'guna', 'kartu', 'xl', 'saya', 'kira', 'unlimited', 'yang', 'saya', 'daftar', 'di', 'paket', 'kombo', 'plus', 'untuk', 'seluruh', 'setelah', 'di', 'baca', 'hanya', 'untuk', 'wa', 'map', 'kompetensi', '&', 'edukasi', 'tolong', 'lebih', 'ber', 'inovasi', 'kasih', 'unlimited', 'yang', 'lebih', 'banyak', 'di', 'pakai', 'setiap', 'hari', 'contohnya', 'youtube', 'tiktok', 'instagram', 'terutama', 'tiktok', 'yang', 'selalu', 'saya', 'pakai', 'tiap', 'hari', 'kalau', 'gini', 'gak', 'guna', 'namanya', 'unlimited', 'hanya', 'tampang', 'namanya', 'saja']","['xl', 'pelit', 'banget', 'kasih', 'kuota', 'unlimited', 'kartu', 'xl', 'unlimited', 'daftar', 'paket', 'kombo', 'plus', 'baca', 'wa', 'map', 'kompetensi', '&', 'edukasi', 'tolong', 'ber', 'inovasi', 'kasih', 'unlimited', 'pakai', 'contohnya', 'youtube', 'tiktok', 'instagram', 'tiktok', 'pakai', 'gini', 'gak', 'namanya', 'unlimited', 'tampang', 'namanya']"
"['aplikasi', 'nya', 'bagus', 'sudah', 'tahu', 'bagus', 'masih', 'di', 'lihat']","['aplikasi', 'nya', 'bagus', 'bagus', 'lihat']"
"['sinyal', 'kalian', 'kayak', 'sampah', 'tahu', 'kalian', 'gk', 'da', 'panas', 'gk', 'da', 'hujan', 'sinyal', 'nya', 'hilang', 'di', 'suruh', 'terbaru', 'biar', 'bisa', 'volte', 'biar', 'ini', 'biar', 'itu', 'biar', 'tambah', 'lambat', 'iya', 'sinyal', 'seperti', 'sampah', 'gini', 'lama', 'xl', 'ini', 'kalau', 'satu', 'bulan', 'lagi', 'seperti', 'gni', 'sinyal', 'kalian', 'kalian', 'ketinggalan', 'sama', 'yang', 'lain', 'yakinlah', 'kalau', 'iklan', 'kalian', 'jago', 'nyatanya', 'penipu']","['sinyal', 'kayak', 'sampah', 'gk', 'da', 'panas', 'gk', 'da', 'hujan', 'sinyal', 'nya', 'hilang', 'suruh', 'terbaru', 'biar', 'volte', 'biar', 'biar', 'biar', 'lambat', 'iya', 'sinyal', 'sampah', 'gini', 'xl', 'gni', 'sinyal', 'ketinggalan', 'yakinlah', 'iklan', 'jago', 'penipu']"
"['saya', 'beli', 'kuota', 'promo', 'gb', 'bonus', 'myquota', 'gb', 'tapi', 'bonusnya', 'ga', 'masuk', 'masuk', 'sudah', 'tanya', 'ke', 'langsung', 'pesan', 'tapi', 'bahkan', 'kasih', 'pesan', 'robot', 'alhasil', 'jawaban', 'dari', 'robot', 'tidak ada', 'yang', 'benar', 'mohon', 'kalau', 'fitur', 'langsung', 'pesan', 'lebih baik', 'sama', 'orang', 'asli', 'jangan', 'pakai', 'robot', 'parah', 'tidak bisa', 'diandalkan']","['beli', 'kuota', 'promo', 'bonus', 'myquota', 'bonusnya', 'ga', 'masuk', 'masuk', 'langsung', 'pesan', 'kasih', 'pesan', 'robot', 'alhasil', 'robot', 'tidak ada', 'mohon', 'fitur', 'langsung', 'pesan', 'lebih baik', 'orang', 'asli', 'jangan', 'pakai', 'robot', 'parah', 'tidak bisa', 'diandalkan']"
"['tolong', 'lah', 'xl', 'nya', 'di', 'bagus', 'kan', 'lagi', 'jangan', 'sampai', 'kayak', 'gini', 'lah', 'nanti', 'lari', 'semua', 'konsumen', 'xl', 'karena', 'cuma', 'sinyalnya', 'jelek', 'kali', 'sampai', 'harus', 'panjat', 'atas', 'genteng', 'emang', 'ini', 'di', 'hutan', 'mesti', 'panjat', 'panjat', 'genteng', 'sudah', 'dari', 'siang', 'ini', 'gk', 'ada', 'masuk', 'sinyal', 'nya', 'min', 'xl']","['tolong', 'xl', 'nya', 'bagus', 'jangan', 'kayak', 'gini', 'lari', 'konsumen', 'xl', 'sinyalnya', 'jelek', 'kali', 'panjat', 'genteng', 'emang', 'hutan', 'mesti', 'panjat', 'panjat', 'genteng', 'siang', 'gk', 'masuk', 'sinyal', 'nya', 'min', 'xl']"
"['jaringan', 'internet', 'nya', 'nge', 'lagi', 'banget', 'sudah', 'dengan', 'bantuan', 'maya', 'sudah', 'lebih', 'dari', 'masih', 'gx', 'ada', 'perubahan', 'juga', 'saya', 'beli', 'paket', 'akrab', 'yang', 'ribu', 'loh', 'masa', 'iya', 'lag', 'internet', 'nya', 'pada', 'saat', 'bermain', 'game', 'naik', 'turun', 'koneksi', 'nya', 'tidak', 'stabil', 'dan', 'buat', 'peng', 'sumpah', 'muter', 'lag', 'tidak', 'stabil']","['jaringan', 'internet', 'nya', 'nge', 'banget', 'bantuan', 'maya', 'gx', 'perubahan', 'beli', 'paket', 'akrab', 'ribu', 'loh', 'iya', 'lag', 'internet', 'nya', 'bermain', 'game', 'turun', 'koneksi', 'nya', 'tidak', 'stabil', 'peng', 'sumpah', 'muter', 'lag', 'tidak', 'stabil']"
"['sinyal', 'nya', 'parah', 'sih', 'jelek', 'benar', 'naik', 'turun', 'terus', 'makanya', 'saya', 'beli', 'paketan', 'xl', 'kalau', 'diskon', 'doang', 'selebih', 'nya', 'pakai', 'telkomsel', 'harga', 'sama', 'kualitas', 'jelas', 'diatas', 'xl']","['sinyal', 'nya', 'parah', 'sih', 'jelek', 'turun', 'beli', 'paketan', 'xl', 'diskon', 'doang', 'selebih', 'nya', 'pakai', 'telkomsel', 'harga', 'kualitas', 'diatas', 'xl']"
"['saya', 'sangat', 'kecewa', 'dg', 'myxl', 'kenapa', 'setiap', 'saya', 'mengisi', 'paket', 'dg', 'voucer', 'saya', 'beli', 'voucer', 'gb', 'tapi', 'cuman', 'masuk', 'gb', 'tolong', 'dong', 'jujur', 'yah', 'my', 'xl']","['kecewa', 'myxl', 'mengisi', 'paket', 'voucer', 'beli', 'voucer', 'cuman', 'masuk', 'tolong', 'jujur', 'yah', 'my', 'xl']"
"['kenapa', 'iya', 'di', 'daerah', 'saya', 'kediri', 'jawa', 'timur', 'sinyal', 'xl', 'lebih', 'kencang', 'di', 'wilayah', 'masjid', 'agung', 'kota', 'kediri', 'dibandingkan', 'di', 'rumah', 'saya', 'kenalan', 'disebelahnya', 'radio', 'wijang', 'songko', 'kediri', 'sinyal', 'di', 'masjid', 'agung', 'bisa', 'tembus', 'mb', 'mb', 'sedangkan', 'di', 'rumah', 'saya', 'menjangkau', 'kb', 'saja', 'sangat', 'sulit', 'apakah', 'ada', 'yang', 'menghalangi', 'sinyal', 'atau', 'apakah', 'semoga', 'masalah', 'ini', 'segera', 'diperbaiki', 'karena', 'sangat', 'menyebalkan', 'mengingat', 'saya', 'masih', 'sekolah', 'daring', 'salam']","['iya', 'daerah', 'kediri', 'jawa', 'timur', 'sinyal', 'xl', 'kencang', 'wilayah', 'masjid', 'agung', 'kota', 'kediri', 'dibandingkan', 'rumah', 'kenalan', 'disebelahnya', 'radio', 'wijang', 'songko', 'kediri', 'sinyal', 'masjid', 'agung', 'tembus', 'mb', 'mb', 'rumah', 'menjangkau', 'kb', 'sulit', 'menghalangi', 'sinyal', 'semoga', 'diperbaiki', 'menyebalkan', 'sekolah', 'daring', 'salam']"
"['aneh', 'mau', 'isi', 'ulang', 'nomor', 'voucer', 'petunjuknya', 'suruh', 'buka', 'myxl', 'terus', 'barcode', 'di', 'aplikasinya', 'bahkan', 'gak', 'ada', 'buat', 'barcode', 'wajar', 'kalau', 'banyak', 'kasih', 'bintang', 'aplikasi', 'nya', 'seperti', 'gini', 'bagaimana']","['aneh', 'isi', 'ulang', 'nomor', 'voucer', 'petunjuknya', 'suruh', 'buka', 'myxl', 'barcode', 'aplikasinya', 'gak', 'barcode', 'wajar', 'kasih', 'bintang', 'aplikasi', 'nya', 'gini']"
"['xl', 'gak', 'jelas', 'saya', 'menonaktifkan', 'paket', 'xtra', 'kombo', 'tambah', 'gb', 'kemudian', 'saya', 'beli', 'lagi', 'paket', 'xtra', 'kombo', 'plus', 'gb', 'tapi', 'dianggap', 'non', 'aktif', 'karena', 'sebelumnya', 'menonaktifkan', 'paket', 'xtra', 'kombo', 'plus', 'gb', 'sistemnya', 'abal', 'abal', 'copot', 'kalau', 'gini', 'lebih baik', 'pindah', 'ke', 'by']","['xl', 'gak', 'menonaktifkan', 'paket', 'xtra', 'kombo', 'beli', 'paket', 'xtra', 'kombo', 'plus', 'dianggap', 'non', 'aktif', 'menonaktifkan', 'paket', 'xtra', 'kombo', 'plus', 'sistemnya', 'abal', 'abal', 'copot', 'gini', 'lebih baik', 'pindah', 'by']"
"['xl', 'kenapa', 'setiap', 'melakukan', 'transaksi', 'untuk', 'beli', 'kuota', 'selalu', 'lelet', 'dan', 'gagal', 'aktivasi', 'itu', 'membuat', 'pulsa', 'saya', 'berkurang', 'jadi', 'saya', 'tidak', 'bisa', 'membeli', 'paket', 'kuota', 'yang', 'saya', 'ingin', 'kan', 'karena', 'harus', 'menambah', 'pulsa', 'lagi', 'tolong', 'untuk', 'segera', 'diperbaiki']","['xl', 'transaksi', 'beli', 'kuota', 'lelet', 'gagal', 'aktivasi', 'pulsa', 'berkurang', 'tidak', 'membeli', 'paket', 'kuota', 'menambah', 'pulsa', 'tolong', 'diperbaiki']"
"['tolong', 'lah', 'xl', 'harga', 'kuota', 'sekarang', 'kok', 'mahal', 'banget', 'sudah', 'mahal', 'jaringan', 'pun', 'tidak', 'stabil', 'tolong', 'kalau', 'bisa', 'di', 'permurah', 'harga', 'kuota', 'sekian']","['tolong', 'xl', 'harga', 'kuota', 'mahal', 'banget', 'mahal', 'jaringan', 'tidak', 'stabil', 'tolong', 'permurah', 'harga', 'kuota', 'sekian']"
"['sinyal', 'naik', 'turun', 'hujan', 'dan', 'hujan', 'sama', 'saja', 'milih', 'lokasi', 'untuk', 'jaringannya', 'padahal', 'kota', 'besar', 'loh', 'masih', 'saja', 'pilih', 'lokasi', 'sinyal', 'nya']","['sinyal', 'turun', 'hujan', 'hujan', 'milih', 'lokasi', 'jaringannya', 'kota', 'loh', 'pilih', 'lokasi', 'sinyal', 'nya']"
"['tolong', 'dong', 'saya', 'kan', 'ini', 'kerjanya', 'daring', 'jadi', 'perlu', 'paket', 'paketnya', 'gampang', 'habis', 'tolong', 'di', 'keluarin', 'paket', 'hari', 'atau', 'hari', 'paket', 'penghabisan', 'jadi', 'saya', 'gak', 'perlu', 'beli', 'paket', 'lagi', 'kalau', 'kouta', 'saya', 'habis', 'tolong', 'dong', 'sekarang', 'masa', 'ppkm', 'mencari', 'uang', 'susah', 'jadi', 'saya', 'selalu', 'keluarin', 'uang', 'buat', 'beli', 'paket', 'kalau', 'habis', 'sudah', 'itu', 'saja', 'dari', 'saya']","['tolong', 'kerjanya', 'daring', 'paket', 'paketnya', 'gampang', 'habis', 'tolong', 'keluarin', 'paket', 'paket', 'penghabisan', 'gak', 'beli', 'paket', 'kouta', 'habis', 'tolong', 'ppkm', 'mencari', 'uang', 'susah', 'keluarin', 'uang', 'beli', 'paket', 'habis']"
"['boleh', 'aku', 'kasih', 'saran', 'jika', 'punya', 'dua', 'peket', 'berbeda', 'tolong', 'beri', 'pilihan', 'paket', 'mana', 'yang', 'mesti', 'di', 'gunakan', 'tolong', 'buat', 'pengaturan', 'paket']","['kasih', 'saran', 'peket', 'berbeda', 'tolong', 'pilihan', 'paket', 'mesti', 'tolong', 'pengaturan', 'paket']"
"['kecewa', 'banget', 'sama', 'xl', 'sumpah', 'pemberitahuan', 'paket', 'habis', 'gak', 'ada', 'jadwal', 'dan', 'pukul', 'berapa', 'asal', 'pengumuman', 'saja', 'gak', 'tahu', 'sudah', 'saya', 'paket', 'masih', 'banyak', 'sudah', 'hangus', 'konsumen', 'xl', 'dari', 'tahun', 'padahal', 'pakai', 'xl', 'bahkan', 'bikin', 'kecewa']","['kecewa', 'banget', 'xl', 'sumpah', 'pemberitahuan', 'paket', 'habis', 'gak', 'jadwal', 'pengumuman', 'gak', 'paket', 'hangus', 'konsumen', 'xl', 'pakai', 'xl', 'bikin', 'kecewa']"
