Stopword Removal,Stemming
"['kecewa', 'xl', 'game', 'jaringan', 'hilang', 'sinyal', 'merah', 'kuning', 'sabar', 'gini', 'menyepelekan', 'konsumen']",kecewa xl game jaring hilang sinyal merah kuning sabar gin sepele konsumen
"['kecewa', 'xl', 'sya', 'kartu', 'telkomsel', 'boros', 'xl', 'parah', 'sedot', 'kuota', 'cuman', 'main', 'game', 'doang', 'wa', 'gk', 'nonton', 'streaming', 'youtube', 'dan lain lain', 'dlm', 'makan', 'aplikasi', 'cuman', 'udh', 'gk', 'make', 'xl', 'kartu', 'penyedot', 'mohon', 'diperbaiki', 'hemat', 'kuota', 'sdh', 'parah', 'parah', 'parah', 'teman', 'mengeluh']",kecewa xl sya kartu telkomsel boros xl parah sedot kuota cuman main game doang wa gk nonton streaming youtube dan lain lain dlm makan aplikasi cuman udh gk make xl kartu sedot mohon baik hemat kuota sdh parah parah parah teman keluh
"['isi', 'pulsa', 'ribu', 'sms', 'gratis', 'kuota', 'unlimited', 'ok', 'tunggu', 'beli', 'paket', 'kuota', 'gratis', 'tidak', 'terpakai', 'pulsa', 'ribu', 'hangus', 'kuota', 'sungguh', 'promo', 'jebakan']",isi pulsa ribu sms gratis kuota unlimited ok tunggu beli paket kuota gratis tidak pakai pulsa ribu hangus kuota sungguh promo jebak
"['sih', 'kesini', 'sinyal', 'buruk', 'banget', 'telponan', 'wa', 'putus', 'panggilan video', 'susah', 'jaringan', 'buruk', 'buka', 'aplikasi', 'lelet', 'xl', 'ayolah', 'diperbaiki']",sih kesini sinyal buruk banget telpon wa putus panggil video susah jaring buruk buka aplikasi lelet xl ayo baik
"['copot', 'pasang', 'kali', 'tetep', 'tidak', 'dibuka', 'cek', 'aplikasi', 'terunduh', 'aplikasi', 'bawaan', 'samsung', 'aplikasi', 'non', 'bawaan', 'kecuali', 'my', 'xl', 'normal']",copot pasang kali tetep tidak buka cek aplikasi unduh aplikasi bawa samsung aplikasi non bawa kecuali my xl normal
"['jaringan', 'nya', 'parah', 'banget', 'lelet', 'game', 'gk', 'lelet', 'nyerap', 'kuota', 'internet', 'nya', 'boros', 'banget', 'jaringan', 'nya', 'lelet', 'gk', 'sesuai', 'jaringan', 'lelet', 'bikin', 'kuota', 'hemat', 'bikin', 'boros']",jaring nya parah banget lelet game gk lelet nyerap kuota internet nya boros banget jaring nya lelet gk sesuai jaring lelet bikin kuota hemat bikin boros
"['sinyalnya', 'super', 'lelet', 'super', 'kebut', 'kecewa', 'sih', 'ngomong', 'besok', 'ganti', 'provider', 'udh', 'ga', 'kuat', 'lelet', 'xl', 'perbaikan', 'taunya', 'jelek', 'jaringannya']",sinyal super lelet super kebut kecewa sih ngomong besok ganti provider udh ga kuat lelet xl baik tau jelek jaring
"['saran', 'ga', 'paket', 'buka', 'my', 'xl', 'mudah', 'mengaktifkan', 'paket', 'buka', 'my', 'xl', 'butuh', 'paket', 'axis', 'buka', 'my', 'axis', 'ga', 'pakai', 'paket', 'xl', 'ga', 'ditingkat', 'iya']",saran ga paket buka my xl mudah aktif paket buka my xl butuh paket axis buka my axis ga pakai paket xl ga tingkat iya
"['aplikasi', 'nya', 'bagus', 'banget']",aplikasi nya bagus banget
"['jaringan', 'hancur', 'tidak', 'cocok', 'pakai', 'main', 'game', 'komentar', 'sm', 'hujan', 'rintik', 'jaringan', 'lari', 'kiri', 'kanan', 'tidak', 'xl', 'tidak', 'niat', 'komentar', 'pemakai', 'xl', 'mengeluh', 'nya', 'bagus', 'komentar', 'tidak']",jaring hancur tidak cocok pakai main game komentar sm hujan rintik jaring lari kiri kanan tidak xl tidak niat komentar pakai xl keluh nya bagus komentar tidak
"['sinyal', 'lelet', 'lelet', 'restart', 'ponsel', 'seluler', 'kakak', 'mama', 'gak', 'sinyal', 'bali', 'penarungan', 'kemarin', 'pas', 'penarungan', 'sinyal', 'nya', 'penuh', 'pas', 'penarungan', 'kosong', 'sinyal', 'nya', 'tolong', 'diperbaiki', 'snw']",sinyal lelet lelet restart ponsel seluler kakak mama gak sinyal bal tarung kemarin pas tarung sinyal nya penuh pas tarung kosong sinyal nya tolong baik snw
"['kuota', 'internet', 'pulsa', 'kesedot', 'sih', 'xl', 'ngeselin', 'banget', 'yaa', 'tolong', 'pulsa', 'kesedot', 'hidupin', 'data', 'kuota']",kuota internet pulsa sedot sih xl ngeselin banget yaa tolong pulsa sedot hidupin data kuota
"['buset', 'gak', 'pakai', 'pulsa', 'berkurang', 'internet', 'gak', 'aktif', 'kesekian', 'kalinya', 'gak', 'perubahan', 'mendingan', 'pindah']",buset gak pakai pulsa kurang internet gak aktif sekian kali gak ubah mending pindah
"['kartu', 'perdana', 'buruk', 'boros', 'kuota', 'pulsa', 'hilang', 'sinyalpun', 'jelek', 'gara', 'gara', 'kartu', 'xl', 'sinyal', 'nya', 'kualitas', 'kehilangan', 'momen', 'bermain', 'game']",kartu perdana buruk boros kuota pulsa hilang sinyal jelek gara gara kartu xl sinyal nya kualitas hilang momen main game
"['hai', 'xl', 'ambil', 'layanan', 'prioritas', 'sinyal', 'lambat', 'kecepatan', 'unduh', 'kbps', 'nya', 'prioritas', 'lebih baik', 'pakai', 'paket', 'gini']",hai xl ambil layan prioritas sinyal lambat cepat unduh kbps nya prioritas lebih baik pakai paket gin
"['terlanjur', 'beli', 'seluler', 'harga', 'mahal', 'pas', 'pakai', 'xl', 'sinyalnya', 'jelek', 'banget', 'iya', 'emg', 'xl', 'gimana', 'posisi', 'jantung', 'ibukota', 'pelosok', 'tidak', 'mlh', 'parah', 'sinyalnya']",lanjur beli seluler harga mahal pas pakai xl sinyal jelek banget iya emg xl gimana posisi jantung ibukota pelosok tidak mlh parah sinyal
"['iya', 'beli', 'pulsa', 'besoknya', 'suka', 'berkurang', 'ribu', 'contohnya', 'malam', 'beli', 'pulsa', 'dipake', 'eh', 'besok', 'cek', 'pulsa', 'myxl']",iya beli pulsa besok suka kurang ribu contoh malam beli pulsa dipake eh besok cek pulsa myxl
"['jujur', 'aneh', 'banget', 'xl', 'kuota', 'nya', 'melulu', 'nomor', 'ga', 'tercantum', 'akun', 'ganti', 'sumpah', 'tolong', 'ye', 'xl', 'harga', 'aplikasi', 'xl', 'tuh', 'konter', 'biar', 'top', 'up', 'rumah', 'sesal', 'sumpah', 'sesal']",jujur aneh banget xl kuota nya melulu nomor ga cantum akun ganti sumpah tolong ye xl harga aplikasi xl tuh konter biar top up rumah sesal sumpah sesal
"['sih', 'masuk', 'my', 'xl', 'melulu', 'copot', 'unduh', 'gmn', 'sih', 'my', 'xl', 'gk', 'kaya', 'tolong', 'bantu', 'kalu', 'kasih', 'bintang']",sih masuk my xl melulu copot unduh gmn sih my xl gk kaya tolong bantu kalu kasih bintang
"['tolong', 'xl', 'sinyal', 'mohon', 'benarkan', 'streaming', 'main', 'game', 'lelet', 'pagi', 'siang', 'malam', 'tolong', 'perbaiki', 'iya']",tolong xl sinyal mohon benar streaming main game lelet pagi siang malam tolong baik iya
"['parah', 'beli', 'paketan', 'xtra', 'kombo', 'mini', 'kali', 'sehari', 'tidak ada', 'masuk', 'langsung', 'pesan', 'puter', 'puter', 'doang', 'cs', 'nya', 'bukti', 'foto', 'pembelian', 'bangkai', 'xl']",parah beli paket xtra kombo mini kali hari tidak ada masuk langsung pesan puter puter doang cs nya bukti foto beli bangkai xl
"['musim', 'hujan', 'gangguan', 'hilang', 'sinyal', 'pas', 'hilang', 'sinyal', 'menghubungi', 'myxlcare', 'cek', 'tidak', 'sinyalnya', 'hilang', 'xl', 'sinyalnya', 'hilang', 'daerah', 'kecepatannya', 'bagus', 'banget', 'sayang', 'bagt', 'gangguan', 'musim', 'hujan', 'gangguan']",musim hujan ganggu hilang sinyal pas hilang sinyal hubung myxlcare cek tidak sinyal hilang xl sinyal hilang daerah cepat bagus banget sayang bagt ganggu musim hujan ganggu
"['kuota', 'utama', 'habis', 'tidak', 'memakai', 'kuota', 'bonus', 'ml', 'nya', 'iya', 'kuota', 'bonus', 'tidak', 'pakai', 'bo', 'ong', 'min', 'tolong', 'tingkatkan', 'terima kasih']",kuota utama habis tidak pakai kuota bonus ml nya iya kuota bonus tidak pakai bo ong min tolong tingkat terima kasih
"['sinyal', 'suka', 'hilang', 'lelet', 'buka', 'my', 'xl', 'iya', 'ampun', 'susah', 'banget', 'now watching', 'beli', 'kuota', 'susah', 'kendala', 'tolong', 'diperbaiki', 'make', 'jangan', 'nurunin', 'kualitas']",sinyal suka hilang lelet buka my xl iya ampun susah banget now watching beli kuota susah kendala tolong baik make jangan nurunin kualitas
"['jaringan', 'main', 'game', 'lelet', 'bukan', 'main', 'males', 'pakai', 'gak', 'gunanya', 'bikin', 'emosi', 'bilang', 'jaringan', 'xl', 'bagus', 'periksa', 'rumah', 'sakit', 'jiwa', 'deh', 'sialan', 'tuhh', 'tukang', 'conter', 'nawarin', 'kartu', 'bagus', 'jaringan', 'kuat', 'giliran', 'pakai', 'lelet', 'banget', 'kura', 'lomba', 'lari', 'siput']",jaring main game lelet bukan main males pakai gak guna bikin emosi bilang jaring xl bagus periksa rumah sakit jiwa deh sial tuhh tukang conter nawarin kartu bagus jaring kuat gilir pakai lelet banget kura lomba lari siput
"['kali', 'beli', 'kartu', 'paketan', 'xl', 'unlimited', 'kecewakan', 'data', 'salah', 'pinjaman', 'online', 'nomornya', 'pakai', 'orang', 'beli', 'kartu', 'dapatnya', 'kartu', 'paketan', 'bekas']",kali beli kartu paket xl unlimited kecewa data salah pinjam online nomor pakai orang beli kartu dapat kartu paket bekas
"['error', 'memindai', 'voucer', 'myxl', 'tidak', 'muncul', 'nomor', 'voucer', 'tidak', 'terdaftar', 'kali', 'kayak', 'gini', 'ok', 'ok', 'tolong', 'respon']",error pindai voucer myxl tidak muncul nomor voucer tidak daftar kali kayak gin ok ok tolong respon
"['puas', 'paket', 'akrabnya', 'anggota', 'paket', 'unlimited', 'batas', 'kecepatan', 'khusus', 'nomor', 'nomor', 'iya', 'jaringannya', 'perbaiki', 'nomor', 'nomor', 'membawa', 'kecepatan', 'maksimal', 'batas']",puas paket akrab anggota paket unlimited batas cepat khusus nomor nomor iya jaring baik nomor nomor bawa cepat maksimal batas
"['xl', 'ga', 'isi', 'pulsa', 'ribu', 'potong', 'ribu', 'gila', 'kapok', 'pakai', 'xl', 'udh', 'kali', 'kaya', 'gtu', 'jaringan', 'lelet', 'bngt', 'sinyal', 'hilang', 'an', 'rugi']",xl ga isi pulsa ribu potong ribu gila kapok pakai xl udh kali kaya gtu jaring lelet bngt sinyal hilang an rugi
"['xl', 'hilang', 'sinyal', 'tlf', 'wa', 'menghubungkan', 'ulang', 'main', 'game', 'koneksi', 'buruk', 'mohon', 'perbaikannya', 'kenyamanan', 'konsumen']",xl hilang sinyal tlf wa hubung ulang main game koneksi buruk mohon baik nyaman konsumen
"['sih', 'payah', 'banget', 'terbaru', 'tidak bisa', 'login', 'disuruh', 'masukkan', 'nomor', 'xlnya', 'dimasukin', 'nomor', 'masukan', 'bukan', 'nomor', 'xl', 'prabayar', 'apanya', 'salah', 'nomor', 'dicoba', 'berkali', 'kali', 'tetep', 'tidak bisa', 'payah', 'banget', 'kartu', 'xl', 'dicoba', 'login', 'pakai', 'nomor', 'hasilnya', 'tolong', 'iya', 'diubah', 'fiturnya', 'fitur', 'terbaru', 'mudah', 'gampang', 'tidak jelas', 'banget', 'tolong', 'diperbaiki']",sih payah banget baru tidak bisa login suruh masuk nomor xlnya dimasukin nomor masuk bukan nomor xl prabayar apa salah nomor coba kali kali tetep tidak bisa payah banget kartu xl coba login pakai nomor hasil tolong iya ubah fiturnya fitur baru mudah gampang tidak jelas banget tolong baik
"['sinyal', 'rumah', 'jelek', 'batang', 'jalan', 'meter', 'rumah', 'sinyal', 'kuat', 'tolong', 'benarkan', 'menggangu', 'seakan', 'deskriminasi', 'pengguna', 'setia', 'xl', 'pakai', 'xl', 'ganti', 'kartu']",sinyal rumah jelek batang jalan meter rumah sinyal kuat tolong benar menggangu akan deskriminasi guna setia xl pakai xl ganti kartu
"['bonus', 'kuota', 'tidak', 'diambil', 'notifikasi', 'silahkan', 'coba', 'mengganggu', 'berhenti', 'xl', 'terima', 'kasih']",bonus kuota tidak ambil notifikasi silah coba ganggu henti xl terima kasih
"['maaf', 'nurunin', 'bintangnya', 'pulsa', 'kesedot', 'ribu', 'kuota', 'jaringan', 'busuk', 'banget', 'sekalinya', 'wifi', 'kantor', 'langsung', 'hubungi', 'maya', 'kaya', 'bicara', 'robot', 'soo', 'sedih', 'ganti', 'yak', 'make', 'xl', 'kayak', 'tutorial', 'nyusahin', 'bagus', 'ku', 'ubah', 'bintangnya']",maaf nurunin bintang pulsa sedot ribu kuota jaring busuk banget sekali wifi kantor langsung hubung maya kaya bicara robot soo sedih ganti yak make xl kayak tutorial nyusahin bagus ku ubah bintang
"['bela', 'masuk', 'mengisi', 'paket', 'data', 'bonus', 'eh', 'gak', 'kejelasan', 'langsung', 'pesan', 'susah', 'nyambung', 'fb', 'robot', 'ya sudah', 'surat', 'orang', 'layanan', 'xl', 'payah']",bela masuk isi paket data bonus eh gak jelas langsung pesan susah nyambung fb robot ya sudah surat orang layan xl payah
"['maaf', 'xl', 'prioritas', 'sinyalnya', 'burik', 'iya', 'bukan', 'xl', 'prioritas', 'sinyalnya', 'bagus', 'niat', 'kerja', 'ga', 'sih', 'orang', 'sinyal', 'buruk', 'orang', 'beli', 'paket', 'mahal', 'paketnya', 'tidak', 'dipakai', 'main', 'tiktokan', 'ga', 'sinyal', 'bagus', 'hapus', 'aplikasi', 'ga', 'playstore', 'cuman', 'bikin', 'malu', 'playstore', 'bagus', 'aplikasi', 'hapus', 'musnahkan', 'playstore', 'ga']",maaf xl prioritas sinyal burik iya bukan xl prioritas sinyal bagus niat kerja ga sih orang sinyal buruk orang beli paket mahal paket tidak pakai main tiktokan ga sinyal bagus hapus aplikasi ga playstore cuman bikin malu playstore bagus aplikasi hapus musnah playstore ga
"['habis', 'beli', 'kuota', 'my', 'xl', 'shopee', 'bayar', 'semalam', 'diproses', 'riwayat', 'nya', 'menghilang', 'kuota', 'tidak', 'kunjung', 'menambah', 'pembayaran', 'shopee', 'bayar', 'berhasil', 'saldo', 'berkurang', 'drastis', 'kelanjutannya']",habis beli kuota my xl shopee bayar malam proses riwayat nya hilang kuota tidak kunjung tambah bayar shopee bayar hasil saldo kurang drastis lanjut
"['senang', 'diskon', 'pembelian', 'paket', 'semoga', 'tetep', 'diskon', 'tidak', 'pindah', 'provider', 'menawarkan', 'harga', 'paket', 'murah', 'jangkauan', 'internet']",senang diskon beli paket moga tetep diskon tidak pindah provider tawar harga paket murah jangkau internet
"['pakai', 'aplikasi', 'lancar', 'lancar', 'gak', 'kendala', 'cuman', 'iya', 'gitu', 'sinyal', 'jelek', 'kendala', 'pakai', 'xl', 'sinyal', 'puas']",pakai aplikasi lancar lancar gak kendala cuman iya gitu sinyal jelek kendala pakai xl sinyal puas
"['tidak jelas', 'jaringan', 'manteng', 'buka', 'aplikasi', 'tetep', 'ga', 'jaringan', 'udh', 'copot', 'apalah', 'tetep', 'buang']",tidak jelas jaring manteng buka aplikasi tetep ga jaring udh copot apa tetep buang
"['hai', 'xl', 'nomor', 'baruku', 'gk', 'login', 'iya', 'notif', 'maaf', 'gangguan', 'nomor', 'login', 'lihat', 'pulsa', 'kuota', 'aplikasi', 'myxl', 'tetep', 'gk', 'login', 'kemarin', 'asus', 'oppo', 'nak', 'cek', 'kuota']",hai xl nomor baru gk login iya notif maaf ganggu nomor login lihat pulsa kuota aplikasi myxl tetep gk login kemarin asus oppo nak cek kuota
"['emg', 'rekomendasi', 'pakai', 'kartu', 'sinyal', 'penuh', 'lingkungan', 'maklum', 'anak', 'rumahan', 'kadang', 'pilihan', 'paketnya', 'mahal', 'ttep', 'kartu']",emg rekomendasi pakai kartu sinyal penuh lingkung maklum anak rumah kadang pilih paket mahal ttep kartu
"['lancar', 'aman', 'hujan', 'langsung', 'lelet', 'kadang', 'tidak', 'buka', 'aplikasi', 'cek', 'kuota', 'kadang', 'pagi', 'sekira', 'jam', 'sinyal', 'hilang', 'muncul', 'sinyal', 'menit', 'normal', 'paket', 'data', 'irit', 'operator']",lancar aman hujan langsung lelet kadang tidak buka aplikasi cek kuota kadang pagi sekira jam sinyal hilang muncul sinyal menit normal paket data irit operator
"['saran', 'xl', 'perhatian', 'pengguna', 'xl', 'bonus', 'harga', 'kuota', 'murah', 'nomor', 'tidak', 'ganti']",saran xl perhati guna xl bonus harga kuota murah nomor tidak ganti
"['duhh', 'sih', 'kuota', 'youtube', 'ga', 'dipakai', 'buka', 'youtube', 'buka', 'komentarnya', 'doang', 'videonya', 'ga', 'muter', 'muter', 'doang', 'tolong', 'diperbaiki', 'kesalahan', 'kesalahan', 'aplikasi', 'nya', 'capek']",duhh sih kuota youtube ga pakai buka youtube buka komentar doang video ga muter muter doang tolong baik salah salah aplikasi nya capek
"['xl', 'dijangkau', 'jaringannya', 'daerah', 'internet', 'tidak', 'bagus', 'kadang', 'kosong', 'tidak', 'bar', 'sinyal', 'satupun', 'muncul', 'seluler', 'penataan', 'jaringan', 'mati', 'ganti', 'gangguan', 'error', 'habis', 'baterai', 'cari', 'sinyal', 'kuota', 'mahal', 'internet', 'gak', 'bagus', 'jaringan', 'dikota']",xl jangkau jaring daerah internet tidak bagus kadang kosong tidak bar sinyal satu muncul seluler tata jaring mati ganti ganggu error habis baterai cari sinyal kuota mahal internet gak bagus jaring kota
"['bonus', 'xtra', 'unlimited', 'turbo', 'fb', 'instagram', 'tidak', 'diaktifkan', 'membeli', 'paketnya', 'aplikasi', 'myxl', 'pesan', 'aplikasi', 'myxl', 'nya', 'tanggal', 'bonus', 'pembelian', 'paketnya', 'aktifkan', 'membeli', 'paketnya', 'tanggal', 'november', 'mohon', 'bantuannya', 'aplikasi', 'myxl', 'terbaru', 'terbaru', 'sinyalnya', 'mengaktifkan', 'bonus', 'fb', 'instagramnya', 'tidak', 'diaktifkan']",bonus xtra unlimited turbo fb instagram tidak aktif beli paket aplikasi myxl pesan aplikasi myxl nya tanggal bonus beli paket aktif beli paket tanggal november mohon bantu aplikasi myxl baru baru sinyal aktif bonus fb instagramnya tidak aktif
"['beli', 'paket', 'data', 'xtra', 'kombo', 'plus', 'ribu', 'kuota', 'utama', 'kuota', 'area', 'bonus', 'kuota', 'aplikasi', 'beli', 'notif', 'suruh', 'klaim', 'bonus', 'dibuka', 'notifnya', 'gak', 'klaim', 'bonusnya', 'totalnya', 'bukan', 'nya', 'bonus', 'diklaim', 'mohon', 'diperbaiki', 'kompensasi']",beli paket data xtra kombo plus ribu kuota utama kuota area bonus kuota aplikasi beli notif suruh klaim bonus buka notifnya gak klaim bonus total bukan nya bonus klaim mohon baik kompensasi
"['pemakai', 'xl', 'prabayar', 'tidak', 'penghargaan', 'konsumen', 'setia', 'iya', 'jaman', 'xl', 'sayembara', 'bening', 'iklannya', 'anjasmara', 'hadiah', 'seluler', 'sony', 'ericsson', 'xl', 'pelit']",pakai xl prabayar tidak harga konsumen setia iya jaman xl sayembara bening iklan anjasmara hadiah seluler sony ericsson xl pelit
"['mohon', 'xl', 'axiata', 'tbk', 'dlm', 'segi', 'paketan', 'internet', 'murah', 'meriah', 'konsumen', 'menikmati', 'paket', 'termurah', 'jaringan', 'seluler', 'beda', 'jaringan', 'seluler', 'mohon', 'saran', 'dengar', 'tindak', 'lanjuti', 'jangan', 'janji', 'buktinya']",mohon xl axiata tbk dlm segi paket internet murah riah konsumen nikmat paket murah jaring seluler beda jaring seluler mohon saran dengar tindak lanjut jangan janji bukti
"['tolong', 'tingkatkan', 'kualitas', 'jaringan', 'kota', 'jam', 'jaringan', 'waras', 'jam', 'ribuan', 'kali', 'komplain', 'ribuan', 'kali', 'ditangani', 'ribuan', 'kali', 'tidak', 'perubahan', 'daerah', 'xl', 'tidak', 'direkomendasi', 'bermain', 'game', 'online', 'pengalaman', 'main', 'game', 'buruk', 'xl', 'tidak', 'lakukan', 'perbaikan', 'hentikan', 'bisnis', 'saran', 'serius']",tolong tingkat kualitas jaring kota jam jaring waras jam ribu kali komplain ribu kali tangan ribu kali tidak ubah daerah xl tidak rekomendasi main game online alam main game buruk xl tidak laku baik henti bisnis saran serius
"['melaporkan', 'xl', 'peduli', 'agen', 'tidak', 'membantu', 'cek', 'pulsa', '*', 'tidak', 'respon', 'nya', 'maaf', 'layanan', 'tidak', 'tersedia', 'lakukan', 'registrasi', '*', '*', 'nomor', 'berhasil', 'registrasi', 'nik', 'nomor', 'beli', 'diregistrasi', 'cek', 'pulsa', 'aktifasi', 'voucer', 'data', 'senin', 'gak', 'tindakannya', 'mohon', 'bantuannya', 'min']",lapor xl peduli agen tidak bantu cek pulsa  tidak respon nya maaf layan tidak sedia laku registrasi   nomor hasil registrasi nik nomor beli registrasi cek pulsa aktifasi voucer data senin gak tindak mohon bantu min
"['nya', 'pulsa', 'siaga', 'gak', 'pakai', 'pulsa', 'siaga', 'isi', 'pulsa', 'pas', 'tanggal', 'tua', 'pakai', 'nunggu', 'gak', 'operator', 'kartu', 'tenggang', 'seluler', 'rusak', 'provider', 'nya', 'kayak', 'gini']",nya pulsa siaga gak pakai pulsa siaga isi pulsa pas tanggal tua pakai nunggu gak operator kartu tenggang seluler rusak provider nya kayak gin
"['masuk', 'gk', 'ribet', 'berulang', 'kali', 'hapus', 'pasang', 'tetep', 'gk', 'login', 'pilihan', 'jenis', 'layanan', 'kartu', 'coba', 'tetep', 'gagal', 'login']",masuk gk ribet ulang kali hapus pasang tetep gk login pilih jenis layan kartu coba tetep gagal login
"['malaysia', 'suruh', 'istri', 'telkomsel', 'ganti', 'xl', 'bukan', 'bagus', 'parah', 'sinyal', 'tidak', 'penuh', 'kecepatan', 'datanya', 'tidak', 'mbps', 'kalah', 'kartu', 'malaysia', 'mbps', 'operator', 'indonesia', 'sinyal', 'bagus', 'kota', 'indonesia', 'kalah', 'sinyal', 'malaysia', 'lelet', 'mahal']",malaysia suruh istri telkomsel ganti xl bukan bagus parah sinyal tidak penuh cepat data tidak mbps kalah kartu malaysia mbps operator indonesia sinyal bagus kota indonesia kalah sinyal malaysia lelet mahal
"['pulsa', 'data', 'emank', 'fakta', 'kualitas', 'sinyal', 'xl', 'sdh', 'tidak', 'sebagus', 'parah', 'jujur', 'beralih', 'gini', 'xl', 'jangan', 'takut', 'dibilang', 'mahal', 'kualitas', 'sinyal', 'mu', 'bagus']",pulsa data emank fakta kualitas sinyal xl sdh tidak bagus parah jujur alih gin xl jangan takut bilang mahal kualitas sinyal mu bagus
